AvgSpotLen_l	BioSample_s	Experiment_s	Instrument_s	LoadDate_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	age_s	c1_chip_id_s	cell_type_s	experiment_sample_name_s	tissue_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	source_name_s
202	SAMN03485918	SRX996297	Illumina MiSeq	2015-04-15	416	291	SRR1974979	SRS910205	GSM1658337	prenatal 16-18 W	nochipID13	fetal_quiescent	FB_S3	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03485919	SRX996298	NextSeq 500	2015-04-23	137	65	SRR1974980	SRS910204	GSM1658338	prenatal 16-18 W	nochipID4	fetal_quiescent	FB_S6	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03485920	SRX996299	NextSeq 500	2015-04-23	345	162	SRR1974981	SRS910203	GSM1658339	prenatal 16-18 W	nochipID4	fetal_quiescent	FB_S6	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03485921	SRX996300	NextSeq 500	2015-04-23	230	109	SRR1974982	SRS910202	GSM1658340	prenatal 16-18 W	nochipID4	fetal_quiescent	FB_S6	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03485922	SRX996301	NextSeq 500	2015-04-23	237	112	SRR1974983	SRS910201	GSM1658341	prenatal 16-18 W	nochipID4	fetal_quiescent	FB_S6	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03485924	SRX996303	NextSeq 500	2015-04-23	205	95	SRR1974985	SRS910200	GSM1658343	prenatal 16-18 W	nochipID4	fetal_quiescent	FB_S6	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486157	SRX996056	NextSeq 500	2015-04-23	1235	614	SRR1974738	SRS910446	GSM1658066	postnatal 50 years	nochipID2	astrocytes	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486158	SRX996057	NextSeq 500	2015-04-23	1863	926	SRR1974739	SRS910444	GSM1658067	postnatal 50 years	nochipID2	astrocytes	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486159	SRX996058	NextSeq 500	2015-04-23	1631	818	SRR1974740	SRS910443	GSM1658068	postnatal 50 years	nochipID2	astrocytes	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486160	SRX996059	NextSeq 500	2015-04-23	1758	873	SRR1974741	SRS910445	GSM1658069	postnatal 50 years	nochipID2	astrocytes	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486161	SRX996060	NextSeq 500	2015-04-15	1870	936	SRR1974742	SRS910442	GSM1658070	postnatal 50 years	nochipID2	hybrid	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486162	SRX996061	NextSeq 500	2015-04-15	2422	1202	SRR1974743	SRS910441	GSM1658071	postnatal 50 years	nochipID2	astrocytes	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486163	SRX996062	NextSeq 500	2015-04-23	1599	787	SRR1974744	SRS910439	GSM1658072	postnatal 50 years	nochipID2	astrocytes	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486164	SRX996063	NextSeq 500	2015-04-23	2272	1118	SRR1974745	SRS910440	GSM1658073	postnatal 50 years	nochipID2	astrocytes	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486165	SRX996064	NextSeq 500	2015-04-15	2482	1240	SRR1974746	SRS910438	GSM1658074	postnatal 50 years	nochipID2	hybrid	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486168	SRX996065	NextSeq 500	2015-04-23	2141	1054	SRR1974747	SRS910436	GSM1658075	postnatal 50 years	nochipID2	hybrid	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486169	SRX996066	NextSeq 500	2015-04-23	1836	903	SRR1974748	SRS910437	GSM1658076	postnatal 50 years	nochipID2	hybrid	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486170	SRX996067	NextSeq 500	2015-04-15	2011	997	SRR1974749	SRS910435	GSM1658077	postnatal 50 years	nochipID2	hybrid	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486032	SRX996171	NextSeq 500	2015-04-23	210	107	SRR1974853	SRS910331	GSM1658181	postnatal 21 years	nochipID8	neurons	AB_S7	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486033	SRX996172	NextSeq 500	2015-04-23	570	258	SRR1974854	SRS910330	GSM1658182	postnatal 21 years	nochipID8	neurons	AB_S7	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486034	SRX996173	NextSeq 500	2015-04-23	417	190	SRR1974855	SRS910329	GSM1658183	postnatal 21 years	nochipID8	hybrid	AB_S7	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486035	SRX996174	Illumina MiSeq	2015-04-15	421	294	SRR1974856	SRS910327	GSM1658184	postnatal 47 years	nochipID9	astrocytes	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486036	SRX996175	Illumina MiSeq	2015-04-15	205	143	SRR1974857	SRS910328	GSM1658185	postnatal 47 years	nochipID9	astrocytes	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486037	SRX996176	Illumina MiSeq	2015-04-15	354	247	SRR1974858	SRS910326	GSM1658186	postnatal 47 years	nochipID9	astrocytes	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486038	SRX996177	Illumina MiSeq	2015-04-15	156	109	SRR1974859	SRS910325	GSM1658187	postnatal 47 years	nochipID9	astrocytes	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486039	SRX996178	Illumina MiSeq	2015-04-15	287	202	SRR1974860	SRS910323	GSM1658188	postnatal 47 years	nochipID9	microglia	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486040	SRX996179	Illumina MiSeq	2015-04-15	391	275	SRR1974861	SRS910324	GSM1658189	postnatal 47 years	nochipID9	microglia	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486041	SRX996180	Illumina MiSeq	2015-04-15	355	249	SRR1974862	SRS910321	GSM1658190	postnatal 47 years	nochipID9	astrocytes	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486042	SRX996181	Illumina MiSeq	2015-04-15	240	168	SRR1974863	SRS910322	GSM1658191	postnatal 47 years	nochipID9	astrocytes	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486043	SRX996182	Illumina MiSeq	2015-04-15	446	313	SRR1974864	SRS910320	GSM1658192	postnatal 47 years	nochipID9	neurons	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486045	SRX996183	Illumina MiSeq	2015-04-15	386	271	SRR1974865	SRS910319	GSM1658193	postnatal 47 years	nochipID9	astrocytes	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486046	SRX996184	Illumina MiSeq	2015-04-15	432	302	SRR1974866	SRS910317	GSM1658194	postnatal 47 years	nochipID9	neurons	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486047	SRX996185	Illumina MiSeq	2015-04-15	363	255	SRR1974867	SRS910318	GSM1658195	postnatal 47 years	nochipID9	neurons	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486048	SRX996186	Illumina MiSeq	2015-04-15	573	401	SRR1974868	SRS910315	GSM1658196	postnatal 47 years	nochipID9	microglia	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486049	SRX996187	Illumina MiSeq	2015-04-15	228	158	SRR1974869	SRS910314	GSM1658197	postnatal 47 years	nochipID9	neurons	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486050	SRX996188	Illumina MiSeq	2015-04-15	255	177	SRR1974870	SRS910316	GSM1658198	postnatal 47 years	nochipID9	neurons	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486051	SRX996189	Illumina MiSeq	2015-04-15	420	293	SRR1974871	SRS910312	GSM1658199	postnatal 47 years	nochipID9	astrocytes	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486052	SRX996190	Illumina MiSeq	2015-04-15	263	184	SRR1974872	SRS910313	GSM1658200	postnatal 47 years	nochipID9	neurons	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486044	SRX996191	Illumina MiSeq	2015-04-15	411	290	SRR1974873	SRS910311	GSM1658201	postnatal 47 years	nochipID9	astrocytes	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486053	SRX996192	Illumina MiSeq	2015-04-15	343	239	SRR1974874	SRS910310	GSM1658202	postnatal 47 years	nochipID9	astrocytes	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486054	SRX996193	Illumina MiSeq	2015-04-15	516	362	SRR1974875	SRS910309	GSM1658203	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486055	SRX996194	Illumina MiSeq	2015-04-15	390	273	SRR1974876	SRS910307	GSM1658204	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485996	SRX996195	Illumina MiSeq	2015-04-15	516	360	SRR1974877	SRS910306	GSM1658205	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485997	SRX996196	Illumina MiSeq	2015-04-15	405	284	SRR1974878	SRS910308	GSM1658206	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485998	SRX996197	Illumina MiSeq	2015-04-15	611	427	SRR1974879	SRS910305	GSM1658207	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485999	SRX996198	Illumina MiSeq	2015-04-15	572	401	SRR1974880	SRS910304	GSM1658208	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486000	SRX996199	Illumina MiSeq	2015-04-15	417	293	SRR1974881	SRS910302	GSM1658209	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486001	SRX996200	Illumina MiSeq	2015-04-15	353	248	SRR1974882	SRS910303	GSM1658210	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486002	SRX996201	Illumina MiSeq	2015-04-15	459	321	SRR1974883	SRS910300	GSM1658211	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486003	SRX996202	Illumina MiSeq	2015-04-15	652	455	SRR1974884	SRS910301	GSM1658212	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486004	SRX996203	Illumina MiSeq	2015-04-15	500	350	SRR1974885	SRS910299	GSM1658213	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486005	SRX996204	Illumina MiSeq	2015-04-15	480	336	SRR1974886	SRS910297	GSM1658214	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486006	SRX996205	Illumina MiSeq	2015-04-15	688	482	SRR1974887	SRS910298	GSM1658215	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486007	SRX996206	Illumina MiSeq	2015-04-15	535	373	SRR1974888	SRS910296	GSM1658216	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486008	SRX996207	Illumina MiSeq	2015-04-15	511	359	SRR1974889	SRS910295	GSM1658217	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486009	SRX996208	Illumina MiSeq	2015-04-15	507	355	SRR1974890	SRS910293	GSM1658218	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486010	SRX996209	Illumina MiSeq	2015-04-15	513	359	SRR1974891	SRS910294	GSM1658219	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486011	SRX996210	Illumina MiSeq	2015-04-15	331	231	SRR1974892	SRS910292	GSM1658220	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486012	SRX996211	Illumina MiSeq	2015-04-15	562	394	SRR1974893	SRS910289	GSM1658221	prenatal 16-18 W	nochipID10	fetal_quiescent	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486013	SRX996212	Illumina MiSeq	2015-04-15	360	252	SRR1974894	SRS910291	GSM1658222	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486014	SRX996213	Illumina MiSeq	2015-04-15	577	403	SRR1974895	SRS910290	GSM1658223	prenatal 16-18 W	nochipID10	fetal_quiescent	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486015	SRX996214	Illumina MiSeq	2015-04-15	471	330	SRR1974896	SRS910288	GSM1658224	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486016	SRX996215	Illumina MiSeq	2015-04-15	570	401	SRR1974897	SRS910287	GSM1658225	prenatal 16-18 W	nochipID10	fetal_quiescent	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486017	SRX996216	Illumina MiSeq	2015-04-15	494	345	SRR1974898	SRS910284	GSM1658226	prenatal 16-18 W	nochipID10	fetal_quiescent	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486018	SRX996217	Illumina MiSeq	2015-04-15	534	375	SRR1974899	SRS910286	GSM1658227	prenatal 16-18 W	nochipID10	fetal_quiescent	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486019	SRX996218	Illumina MiSeq	2015-04-15	519	364	SRR1974900	SRS910285	GSM1658228	prenatal 16-18 W	nochipID10	fetal_replicating	FB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485967	SRX996219	Illumina MiSeq	2015-04-15	387	271	SRR1974901	SRS910283	GSM1658229	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485968	SRX996220	Illumina MiSeq	2015-04-15	319	224	SRR1974902	SRS910282	GSM1658230	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486020	SRX996221	Illumina MiSeq	2015-04-15	460	322	SRR1974903	SRS910281	GSM1658231	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486021	SRX996222	Illumina MiSeq	2015-04-15	229	160	SRR1974904	SRS910280	GSM1658232	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486022	SRX996223	Illumina MiSeq	2015-04-15	327	228	SRR1974905	SRS910279	GSM1658233	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486023	SRX996224	Illumina MiSeq	2015-04-15	435	303	SRR1974906	SRS910277	GSM1658234	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486024	SRX996225	Illumina MiSeq	2015-04-15	409	286	SRR1974907	SRS910278	GSM1658235	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486025	SRX996226	Illumina MiSeq	2015-04-15	390	273	SRR1974908	SRS910275	GSM1658236	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485966	SRX996227	Illumina MiSeq	2015-04-15	405	284	SRR1974909	SRS910276	GSM1658237	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485969	SRX996228	Illumina MiSeq	2015-04-15	323	227	SRR1974910	SRS910274	GSM1658238	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485970	SRX996229	Illumina MiSeq	2015-04-15	375	261	SRR1974911	SRS910273	GSM1658239	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485971	SRX996230	Illumina MiSeq	2015-04-15	328	232	SRR1974912	SRS910272	GSM1658240	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485972	SRX996231	Illumina MiSeq	2015-04-15	449	315	SRR1974913	SRS910271	GSM1658241	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485973	SRX996232	Illumina MiSeq	2015-04-15	279	196	SRR1974914	SRS910270	GSM1658242	prenatal 16-18 W	nochipID11	fetal_replicating	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
