BioSample_s	Experiment_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	cell_type_s	source_name_s	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s
SAMN05946227	SRX2271829	46	31	SRR4455355	SRS1762932	GSM2361683	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946226	SRX2271830	40	27	SRR4455356	SRS1762933	GSM2361684	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946225	SRX2271831	4	3	SRR4455357	SRS1762941	GSM2361685	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946224	SRX2271832	67	45	SRR4455358	SRS1762935	GSM2361686	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946223	SRX2271833	60	41	SRR4455359	SRS1762934	GSM2361687	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946222	SRX2271834	71	48	SRR4455360	SRS1762936	GSM2361688	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946221	SRX2271835	37	25	SRR4455361	SRS1762937	GSM2361689	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946220	SRX2271836	43	29	SRR4455362	SRS1762938	GSM2361690	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946219	SRX2271837	3	2	SRR4455363	SRS1762940	GSM2361691	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946218	SRX2271838	42	28	SRR4455364	SRS1762939	GSM2361692	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946217	SRX2271839	42	29	SRR4455365	SRS1762944	GSM2361693	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946216	SRX2271840	5	4	SRR4455366	SRS1762945	GSM2361694	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946215	SRX2271841	47	32	SRR4455367	SRS1762942	GSM2361695	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946214	SRX2271842	42	28	SRR4455368	SRS1762943	GSM2361696	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946213	SRX2271843	46	31	SRR4455369	SRS1762947	GSM2361697	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946212	SRX2271844	4	3	SRR4455370	SRS1762946	GSM2361698	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946211	SRX2271845	24	17	SRR4455371	SRS1762948	GSM2361699	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946210	SRX2271846	46	31	SRR4455372	SRS1762949	GSM2361700	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946209	SRX2271847	58	39	SRR4455373	SRS1762953	GSM2361701	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946208	SRX2271848	58	39	SRR4455374	SRS1762950	GSM2361702	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946207	SRX2271849	54	38	SRR4455375	SRS1762952	GSM2361703	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946206	SRX2271850	59	40	SRR4455376	SRS1762951	GSM2361704	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946205	SRX2271851	1	1	SRR4455377	SRS1762954	GSM2361705	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946204	SRX2271852	18	12	SRR4455378	SRS1762955	GSM2361706	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946203	SRX2271853	13	10	SRR4455379	SRS1762958	GSM2361707	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946202	SRX2271854	64	43	SRR4455380	SRS1762956	GSM2361708	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946201	SRX2271855	32	23	SRR4455381	SRS1762957	GSM2361709	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946200	SRX2271856	19	15	SRR4455382	SRS1762962	GSM2361710	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946199	SRX2271857	9	7	SRR4455383	SRS1762959	GSM2361711	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946416	SRX2271858	74	50	SRR4455384	SRS1762961	GSM2361712	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946415	SRX2271859	9	6	SRR4455385	SRS1762960	GSM2361713	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946414	SRX2271860	73	49	SRR4455386	SRS1762963	GSM2361714	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946413	SRX2271861	58	40	SRR4455387	SRS1762964	GSM2361715	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946412	SRX2271862	66	45	SRR4455388	SRS1762965	GSM2361716	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946411	SRX2271863	55	37	SRR4455389	SRS1762966	GSM2361717	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946410	SRX2271864	23	16	SRR4455390	SRS1762967	GSM2361718	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946409	SRX2271865	57	39	SRR4455391	SRS1762969	GSM2361719	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946408	SRX2271866	36	26	SRR4455392	SRS1762968	GSM2361720	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946407	SRX2271867	2	2	SRR4455393	SRS1762970	GSM2361721	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946406	SRX2271868	35	24	SRR4455394	SRS1762971	GSM2361722	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946405	SRX2271869	34	23	SRR4455395	SRS1762973	GSM2361723	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946404	SRX2271870	39	27	SRR4455396	SRS1762972	GSM2361724	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946403	SRX2271871	14	10	SRR4455397	SRS1762975	GSM2361725	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946400	SRX2271872	22	15	SRR4455398	SRS1762974	GSM2361726	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946399	SRX2271873	41	27	SRR4455399	SRS1762976	GSM2361727	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946398	SRX2271874	10	8	SRR4455400	SRS1762979	GSM2361728	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946397	SRX2271875	11	8	SRR4455401	SRS1762977	GSM2361729	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946396	SRX2271876	42	28	SRR4455402	SRS1762978	GSM2361730	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946402	SRX2271877	50	33	SRR4455403	SRS1762980	GSM2361731	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946401	SRX2271878	59	40	SRR4455404	SRS1762983	GSM2361732	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946395	SRX2271879	49	33	SRR4455405	SRS1762981	GSM2361733	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946394	SRX2271880	29	20	SRR4455406	SRS1762982	GSM2361734	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946393	SRX2271881	36	24	SRR4455407	SRS1762984	GSM2361735	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946392	SRX2271882	42	28	SRR4455408	SRS1762986	GSM2361736	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946391	SRX2271883	41	28	SRR4455409	SRS1762985	GSM2361737	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946390	SRX2271884	45	30	SRR4455410	SRS1762987	GSM2361738	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946389	SRX2271885	21	15	SRR4455411	SRS1762988	GSM2361739	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946388	SRX2271886	11	7	SRR4455412	SRS1762990	GSM2361740	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946387	SRX2271887	53	35	SRR4455413	SRS1762989	GSM2361741	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946386	SRX2271888	43	28	SRR4455414	SRS1762991	GSM2361742	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946345	SRX2271889	58	39	SRR4455415	SRS1762992	GSM2361743	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946344	SRX2271890	75	50	SRR4455416	SRS1762993	GSM2361744	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946343	SRX2271891	82	56	SRR4455417	SRS1762994	GSM2361745	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946342	SRX2271892	32	21	SRR4455418	SRS1762995	GSM2361746	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946341	SRX2271893	28	19	SRR4455419	SRS1762997	GSM2361747	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946340	SRX2271894	48	32	SRR4455420	SRS1762996	GSM2361748	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946339	SRX2271895	63	42	SRR4455421	SRS1763006	GSM2361749	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946338	SRX2271896	60	41	SRR4455422	SRS1762998	GSM2361750	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946337	SRX2271897	37	25	SRR4455423	SRS1762999	GSM2361751	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946336	SRX2271898	33	22	SRR4455424	SRS1763001	GSM2361752	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946335	SRX2271899	41	27	SRR4455425	SRS1763000	GSM2361753	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946334	SRX2271900	0	0	SRR4455426	SRS1763002	GSM2361754	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946333	SRX2271901	57	38	SRR4455427	SRS1763003	GSM2361755	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946332	SRX2271902	36	24	SRR4455428	SRS1763008	GSM2361756	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946331	SRX2271903	29	19	SRR4455429	SRS1763004	GSM2361757	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946330	SRX2271904	56	38	SRR4455430	SRS1763005	GSM2361758	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946329	SRX2271905	35	23	SRR4455431	SRS1763007	GSM2361759	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946328	SRX2271906	43	29	SRR4455432	SRS1763009	GSM2361760	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946327	SRX2271907	40	27	SRR4455433	SRS1763010	GSM2361761	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946326	SRX2271908	30	21	SRR4455434	SRS1763011	GSM2361762	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946325	SRX2271909	46	31	SRR4455435	SRS1763013	GSM2361763	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
