AvgSpotLen_l	BioSample_s	Experiment_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	cd10_s	cd135_s	cd34_s	cd38_s	cd45ra_s	cd49f_s	cd7_s	cd90_s	facs_time_s	fsc_a_s	fsc_h_s	fsc_w_s	lin_s	source_name_s	ssc_a_s	ssc_h_s	ssc_w_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s
200	SAMN04300045	SRX1454236	2015-11-30	88	60	2017-01-19	SRR2963843	SRS1182332	GSM1956028	1486	2360	6581	163	305	585	213	3445	10919	132408	129239	67143	1150	Lin-CD34+CD38- bone marrow	61794	59827	67691	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300046	SRX1454237	2015-11-30	55	37	2017-01-19	SRR2963844	SRS1182330	GSM1956029	521	2554	8276	577	-17	-1	248	1711	10726	113298	108465	68456	227	Lin-CD34+CD38- bone marrow	60857	59637	66877	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300046	SRX1454237	2015-11-30	77	53	2017-01-19	SRR2963845	SRS1182330	GSM1956029	521	2554	8276	577	-17	-1	248	1711	10726	113298	108465	68456	227	Lin-CD34+CD38- bone marrow	60857	59637	66877	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300047	SRX1454238	2015-11-30	88	60	2017-01-19	SRR2963846	SRS1182331	GSM1956030	504	1910	5166	1144	243	310	25	3996	10533	106879	100133	69951	301	Lin-CD34+CD38- bone marrow	62117	57269	71084	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300047	SRX1454238	2015-11-30	99	68	2017-01-19	SRR2963847	SRS1182331	GSM1956030	504	1910	5166	1144	243	310	25	3996	10533	106879	100133	69951	301	Lin-CD34+CD38- bone marrow	62117	57269	71084	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300048	SRX1454239	2015-11-30	92	62	2017-01-19	SRR2963848	SRS1182329	GSM1956031	880	3781	7862	1172	125	306	539	263	10291	130998	129516	66286	19	Lin-CD34+CD38- bone marrow	50599	49496	66997	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300048	SRX1454239	2015-11-30	139	95	2017-01-19	SRR2963849	SRS1182329	GSM1956031	880	3781	7862	1172	125	306	539	263	10291	130998	129516	66286	19	Lin-CD34+CD38- bone marrow	50599	49496	66997	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300049	SRX1454240	2015-11-30	46	31	2017-01-19	SRR2963850	SRS1182328	GSM1956032	731	4902	6760	303	221	892	392	1587	10060	125287	119305	68822	437	Lin-CD34+CD38- bone marrow	58221	57069	66859	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300049	SRX1454240	2015-11-30	54	37	2017-01-19	SRR2963851	SRS1182328	GSM1956032	731	4902	6760	303	221	892	392	1587	10060	125287	119305	68822	437	Lin-CD34+CD38- bone marrow	58221	57069	66859	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300050	SRX1454241	2015-11-30	22	15	2017-01-19	SRR2963852	SRS1182327	GSM1956033	868	2873	3949	1145	272	518	485	2662	9867	126994	119917	69404	-132	Lin-CD34+CD38- bone marrow	66432	64781	67206	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300050	SRX1454241	2015-11-30	28	19	2017-01-19	SRR2963853	SRS1182327	GSM1956033	868	2873	3949	1145	272	518	485	2662	9867	126994	119917	69404	-132	Lin-CD34+CD38- bone marrow	66432	64781	67206	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300051	SRX1454242	2015-11-30	6	4	2017-01-19	SRR2963854	SRS1182326	GSM1956034	1635	2332	5370	338	524	523	265	312	9671	109544	108276	66304	79	Lin-CD34+CD38- bone marrow	55572	56116	64901	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300051	SRX1454242	2015-11-30	9	6	2017-01-19	SRR2963855	SRS1182326	GSM1956034	1635	2332	5370	338	524	523	265	312	9671	109544	108276	66304	79	Lin-CD34+CD38- bone marrow	55572	56116	64901	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300052	SRX1454243	2015-11-30	81	55	2017-01-19	SRR2963856	SRS1182325	GSM1956035	473	3567	4671	521	920	294	86	235	9491	95140	100616	61969	-410	Lin-CD34+CD38- bone marrow	41630	42108	64792	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300052	SRX1454243	2015-11-30	93	64	2017-01-19	SRR2963857	SRS1182325	GSM1956035	473	3567	4671	521	920	294	86	235	9491	95140	100616	61969	-410	Lin-CD34+CD38- bone marrow	41630	42108	64792	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300053	SRX1454244	2015-11-30	296	200	2017-01-19	SRR2963858	SRS1182324	GSM1956036	833	2085	5799	609	102	236	-41	322	9287	105244	102386	67366	224	Lin-CD34+CD38- bone marrow	57875	58274	65088	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300053	SRX1454244	2015-11-30	335	231	2017-01-19	SRR2963859	SRS1182324	GSM1956036	833	2085	5799	609	102	236	-41	322	9287	105244	102386	67366	224	Lin-CD34+CD38- bone marrow	57875	58274	65088	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300054	SRX1454245	2015-11-30	51	34	2017-01-19	SRR2963860	SRS1182321	GSM1956037	463	1382	4059	403	93	151	193	5597	11763	97990	104240	61607	-320	Lin-CD34+CD38- bone marrow	63363	61092	67972	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300054	SRX1454245	2015-11-30	64	44	2017-01-19	SRR2963861	SRS1182321	GSM1956037	463	1382	4059	403	93	151	193	5597	11763	97990	104240	61607	-320	Lin-CD34+CD38- bone marrow	63363	61092	67972	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300055	SRX1454246	2015-11-30	9	6	2017-01-19	SRR2963862	SRS1182323	GSM1956038	514	4953	5622	463	39	559	143	6708	11961	104163	112481	60689	937	Lin-CD34+CD38- bone marrow	51113	50069	66902	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300055	SRX1454246	2015-11-30	13	9	2017-01-19	SRR2963863	SRS1182323	GSM1956038	514	4953	5622	463	39	559	143	6708	11961	104163	112481	60689	937	Lin-CD34+CD38- bone marrow	51113	50069	66902	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300056	SRX1454247	2015-11-30	57	39	2017-01-19	SRR2963864	SRS1182322	GSM1956039	24913	5048	8235	127	9429	626	586	2263	12155	111300	111144	65628	-74	Lin-CD34+CD38- bone marrow	52283	51624	66372	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300056	SRX1454247	2015-11-30	68	47	2017-01-19	SRR2963865	SRS1182322	GSM1956039	24913	5048	8235	127	9429	626	586	2263	12155	111300	111144	65628	-74	Lin-CD34+CD38- bone marrow	52283	51624	66372	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300057	SRX1454248	2015-11-30	87	59	2017-01-19	SRR2963866	SRS1182320	GSM1956040	464	2195	3347	870	99	956	300	-5	12388	93436	91257	67101	328	Lin-CD34+CD38- bone marrow	51603	50829	66534	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300057	SRX1454248	2015-11-30	119	82	2017-01-19	SRR2963867	SRS1182320	GSM1956040	464	2195	3347	870	99	956	300	-5	12388	93436	91257	67101	328	Lin-CD34+CD38- bone marrow	51603	50829	66534	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300058	SRX1454249	2015-11-30	42	29	2017-01-19	SRR2963868	SRS1182319	GSM1956041	1042	2274	14045	644	-70	1098	-236	8309	12601	113681	109000	68350	3	Lin-CD34+CD38- bone marrow	56651	56728	65448	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300058	SRX1454249	2015-11-30	56	39	2017-01-19	SRR2963869	SRS1182319	GSM1956041	1042	2274	14045	644	-70	1098	-236	8309	12601	113681	109000	68350	3	Lin-CD34+CD38- bone marrow	56651	56728	65448	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300059	SRX1454250	2015-11-30	37	25	2017-01-19	SRR2963870	SRS1182318	GSM1956042	1000	2380	6637	111	264	417	-145	2466	12796	104154	102950	66302	400	Lin-CD34+CD38- bone marrow	53209	51942	67135	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300059	SRX1454250	2015-11-30	43	30	2017-01-19	SRR2963871	SRS1182318	GSM1956042	1000	2380	6637	111	264	417	-145	2466	12796	104154	102950	66302	400	Lin-CD34+CD38- bone marrow	53209	51942	67135	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300060	SRX1454251	2015-11-30	44	30	2017-01-19	SRR2963872	SRS1182317	GSM1956043	795	10970	6016	531	414	455	477	789	12996	104262	101331	67432	-8	Lin-CD34+CD38- bone marrow	59067	56451	68573	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300060	SRX1454251	2015-11-30	66	45	2017-01-19	SRR2963873	SRS1182317	GSM1956043	795	10970	6016	531	414	455	477	789	12996	104262	101331	67432	-8	Lin-CD34+CD38- bone marrow	59067	56451	68573	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300061	SRX1454252	2015-11-30	386	259	2017-01-19	SRR2963874	SRS1182316	GSM1956044	1205	5918	11707	397	297	226	41	2323	13203	105648	102415	67605	106	Lin-CD34+CD38- bone marrow	62589	60859	67399	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300061	SRX1454252	2015-11-30	436	297	2017-01-19	SRR2963875	SRS1182316	GSM1956044	1205	5918	11707	397	297	226	41	2323	13203	105648	102415	67605	106	Lin-CD34+CD38- bone marrow	62589	60859	67399	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300062	SRX1454253	2015-11-30	54	36	2017-01-19	SRR2963876	SRS1182315	GSM1956045	938	4462	9158	464	354	1348	355	3567	13418	123415	115733	69886	155	Lin-CD34+CD38- bone marrow	62632	61457	66789	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300062	SRX1454253	2015-11-30	68	47	2017-01-19	SRR2963877	SRS1182315	GSM1956045	938	4462	9158	464	354	1348	355	3567	13418	123415	115733	69886	155	Lin-CD34+CD38- bone marrow	62632	61457	66789	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300063	SRX1454254	2015-11-30	85	56	2017-01-19	SRR2963878	SRS1182314	GSM1956046	905	953	3181	1059	146	549	-261	213	13693	97857	97576	65725	618	Lin-CD34+CD38- bone marrow	73221	71864	66774	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300063	SRX1454254	2015-11-30	113	76	2017-01-19	SRR2963879	SRS1182314	GSM1956046	905	953	3181	1059	146	549	-261	213	13693	97857	97576	65725	618	Lin-CD34+CD38- bone marrow	73221	71864	66774	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300064	SRX1454255	2015-11-30	47	32	2017-01-19	SRR2963880	SRS1182313	GSM1956047	777	2926	8526	162	66	330	447	3514	13925	133881	129705	67646	-255	Lin-CD34+CD38- bone marrow	55381	53517	67819	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300064	SRX1454255	2015-11-30	60	41	2017-01-19	SRR2963881	SRS1182313	GSM1956047	777	2926	8526	162	66	330	447	3514	13925	133881	129705	67646	-255	Lin-CD34+CD38- bone marrow	55381	53517	67819	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300065	SRX1454256	2015-11-30	69	47	2017-01-19	SRR2963882	SRS1182312	GSM1956048	987	3543	8282	380	308	632	299	3325	14136	128081	119692	70129	336	Lin-CD34+CD38- bone marrow	58401	57144	66978	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300065	SRX1454256	2015-11-30	86	60	2017-01-19	SRR2963883	SRS1182312	GSM1956048	987	3543	8282	380	308	632	299	3325	14136	128081	119692	70129	336	Lin-CD34+CD38- bone marrow	58401	57144	66978	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300066	SRX1454257	2015-11-30	128	91	2017-01-19	SRR2963884	SRS1182311	GSM1956049	806	1305	13278	1045	133	745	332	5779	16637	123740	115925	69954	567	Lin-CD34+CD38- bone marrow	55652	54241	67241	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300066	SRX1454257	2015-11-30	161	115	2017-01-19	SRR2963885	SRS1182311	GSM1956049	806	1305	13278	1045	133	745	332	5779	16637	123740	115925	69954	567	Lin-CD34+CD38- bone marrow	55652	54241	67241	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300067	SRX1454258	2015-11-30	284	194	2017-01-19	SRR2963886	SRS1182309	GSM1956050	509	4012	4180	1112	204	524	98	5655	16431	134682	121878	72421	-368	Lin-CD34+CD38- bone marrow	61602	58930	68508	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300067	SRX1454258	2015-11-30	354	245	2017-01-19	SRR2963887	SRS1182309	GSM1956050	509	4012	4180	1112	204	524	98	5655	16431	134682	121878	72421	-368	Lin-CD34+CD38- bone marrow	61602	58930	68508	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300068	SRX1454259	2015-11-30	139	99	2017-01-19	SRR2963888	SRS1182310	GSM1956051	871	3269	6394	644	97	439	257	1792	16240	83903	84153	65342	330	Lin-CD34+CD38- bone marrow	55425	54957	66094	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300068	SRX1454259	2015-11-30	162	117	2017-01-19	SRR2963889	SRS1182310	GSM1956051	871	3269	6394	644	97	439	257	1792	16240	83903	84153	65342	330	Lin-CD34+CD38- bone marrow	55425	54957	66094	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300069	SRX1454260	2015-11-30	0	0	2017-01-19	SRR2963890	SRS1182308	GSM1956052	11645	7449	4770	913	5087	1187	77	90	16033	92187	94035	64248	176	Lin-CD34+CD38- bone marrow	49218	47779	67510	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300069	SRX1454260	2015-11-30	0	0	2017-01-19	SRR2963891	SRS1182308	GSM1956052	11645	7449	4770	913	5087	1187	77	90	16033	92187	94035	64248	176	Lin-CD34+CD38- bone marrow	49218	47779	67510	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300250	SRX1454261	2015-11-30	101	72	2017-01-19	SRR2963892	SRS1182307	GSM1956053	757	3154	4101	831	499	731	326	640	15829	130993	127141	67522	-224	Lin-CD34+CD38- bone marrow	51101	49221	68039	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300250	SRX1454261	2015-11-30	121	87	2017-01-19	SRR2963893	SRS1182307	GSM1956053	757	3154	4101	831	499	731	326	640	15829	130993	127141	67522	-224	Lin-CD34+CD38- bone marrow	51101	49221	68039	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300251	SRX1454262	2015-11-30	134	95	2017-01-19	SRR2963894	SRS1182305	GSM1956054	241	3427	9924	-7	229	545	416	4911	15612	106575	105272	66347	-168	Lin-CD34+CD38- bone marrow	57675	58568	64536	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300251	SRX1454262	2015-11-30	145	104	2017-01-19	SRR2963895	SRS1182305	GSM1956054	241	3427	9924	-7	229	545	416	4911	15612	106575	105272	66347	-168	Lin-CD34+CD38- bone marrow	57675	58568	64536	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300252	SRX1454263	2015-11-30	112	79	2017-01-19	SRR2963896	SRS1182304	GSM1956055	858	2880	4369	1032	410	229	260	1361	15395	130317	124447	68627	-152	Lin-CD34+CD38- bone marrow	51692	52315	64756	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300252	SRX1454263	2015-11-30	148	105	2017-01-19	SRR2963897	SRS1182304	GSM1956055	858	2880	4369	1032	410	229	260	1361	15395	130317	124447	68627	-152	Lin-CD34+CD38- bone marrow	51692	52315	64756	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300253	SRX1454264	2015-11-30	111	78	2017-01-19	SRR2963898	SRS1182303	GSM1956056	860	10226	6699	667	343	561	-59	727	15204	105643	103956	66600	-237	Lin-CD34+CD38- bone marrow	56786	55568	66972	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300253	SRX1454264	2015-11-30	139	99	2017-01-19	SRR2963899	SRS1182303	GSM1956056	860	10226	6699	667	343	561	-59	727	15204	105643	103956	66600	-237	Lin-CD34+CD38- bone marrow	56786	55568	66972	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300254	SRX1454265	2015-11-30	309	212	2017-01-19	SRR2963900	SRS1182302	GSM1956057	1129	14531	6332	1085	8573	1796	-1	233	14988	118871	108844	71574	211	Lin-CD34+CD38- bone marrow	66396	63336	68703	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300254	SRX1454265	2015-11-30	390	272	2017-01-19	SRR2963901	SRS1182302	GSM1956057	1129	14531	6332	1085	8573	1796	-1	233	14988	118871	108844	71574	211	Lin-CD34+CD38- bone marrow	66396	63336	68703	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300255	SRX1454266	2015-11-30	79	56	2017-01-19	SRR2963902	SRS1182306	GSM1956058	34590	516	4574	155	5254	1352	158	-123	14727	122929	122417	65810	-13	Lin-CD34+CD38- bone marrow	49302	47781	67622	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300255	SRX1454266	2015-11-30	95	68	2017-01-19	SRR2963903	SRS1182306	GSM1956058	34590	516	4574	155	5254	1352	158	-123	14727	122929	122417	65810	-13	Lin-CD34+CD38- bone marrow	49302	47781	67622	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300256	SRX1454267	2015-11-30	48	35	2017-01-19	SRR2963904	SRS1182301	GSM1956059	201	-1236	3665	448	182	23857	-86	164	14523	55665	60601	60198	-244	Lin-CD34+CD38- bone marrow	35901	37069	63472	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300256	SRX1454267	2015-11-30	58	43	2017-01-19	SRR2963905	SRS1182301	GSM1956059	201	-1236	3665	448	182	23857	-86	164	14523	55665	60601	60198	-244	Lin-CD34+CD38- bone marrow	35901	37069	63472	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300257	SRX1454268	2015-11-30	159	112	2017-01-19	SRR2963906	SRS1182300	GSM1956060	964	6070	5657	754	1633	513	-40	331	14325	111547	115492	63297	269	Lin-CD34+CD38- bone marrow	66857	64308	68133	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300257	SRX1454268	2015-11-30	204	145	2017-01-19	SRR2963907	SRS1182300	GSM1956060	964	6070	5657	754	1633	513	-40	331	14325	111547	115492	63297	269	Lin-CD34+CD38- bone marrow	66857	64308	68133	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04301433	SRX1454739	2015-11-30	344	235	2017-01-19	SRR2964945	SRS1181835	GSM1956531	28286	11107	3729	4158	3019	-2	276	-144	15896	110072	114133	63204	5	Lin-CD34+CD38+ bone marrow	49385	47941	67510	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04301434	SRX1454740	2015-11-30	79	53	2017-01-19	SRR2964946	SRS1181834	GSM1956532	698	2267	3130	2264	392	424	392	629	15692	96581	93392	67774	84	Lin-CD34+CD38+ bone marrow	44555	45568	64079	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04301434	SRX1454740	2015-11-30	107	75	2017-01-19	SRR2964947	SRS1181834	GSM1956532	698	2267	3130	2264	392	424	392	629	15692	96581	93392	67774	84	Lin-CD34+CD38+ bone marrow	44555	45568	64079	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
