AvgSpotLen_l	BioSample_s	Experiment_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	Stage_s	source_name_s	tissue_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s
200	SAMN04304289	SRX1456925	342	260	SRR2967479	SRS1184475	GSM1957427	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304290	SRX1456926	298	221	SRR2967480	SRS1184474	GSM1957428	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304291	SRX1456927	317	243	SRR2967481	SRS1184476	GSM1957429	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304292	SRX1456928	240	186	SRR2967482	SRS1184473	GSM1957430	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304293	SRX1456929	250	191	SRR2967483	SRS1184470	GSM1957431	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304294	SRX1456930	271	205	SRR2967484	SRS1184471	GSM1957432	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304295	SRX1456931	220	167	SRR2967485	SRS1184472	GSM1957433	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304296	SRX1456932	313	238	SRR2967486	SRS1184469	GSM1957434	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304297	SRX1456933	293	224	SRR2967487	SRS1184467	GSM1957435	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304298	SRX1456934	295	227	SRR2967488	SRS1184468	GSM1957436	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304209	SRX1456935	288	219	SRR2967489	SRS1184466	GSM1957437	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304210	SRX1456936	309	235	SRR2967490	SRS1184465	GSM1957438	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304211	SRX1456937	301	230	SRR2967491	SRS1184462	GSM1957439	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304212	SRX1456938	332	253	SRR2967492	SRS1184463	GSM1957440	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304213	SRX1456939	302	231	SRR2967493	SRS1184464	GSM1957441	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304214	SRX1456940	323	246	SRR2967494	SRS1184461	GSM1957442	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304216	SRX1456942	291	223	SRR2967496	SRS1184460	GSM1957444	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304217	SRX1456943	316	241	SRR2967497	SRS1184459	GSM1957445	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304218	SRX1456944	232	178	SRR2967498	SRS1184458	GSM1957446	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304219	SRX1456945	242	186	SRR2967499	SRS1184457	GSM1957447	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304220	SRX1456946	242	185	SRR2967500	SRS1184456	GSM1957448	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304221	SRX1456947	254	191	SRR2967501	SRS1184454	GSM1957449	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304222	SRX1456948	246	188	SRR2967502	SRS1184455	GSM1957450	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304223	SRX1456949	291	222	SRR2967503	SRS1184453	GSM1957451	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304224	SRX1456950	314	239	SRR2967504	SRS1184452	GSM1957452	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304225	SRX1456951	271	208	SRR2967505	SRS1184451	GSM1957453	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304226	SRX1456952	295	225	SRR2967506	SRS1184450	GSM1957454	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304227	SRX1456953	331	253	SRR2967507	SRS1184449	GSM1957455	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304228	SRX1456954	291	219	SRR2967508	SRS1184448	GSM1957456	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304229	SRX1456955	386	294	SRR2967509	SRS1184447	GSM1957457	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304230	SRX1456956	2	2	SRR2967510	SRS1184446	GSM1957458	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304231	SRX1456957	318	244	SRR2967511	SRS1184445	GSM1957459	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304232	SRX1456958	323	242	SRR2967512	SRS1184444	GSM1957460	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304233	SRX1456959	344	261	SRR2967513	SRS1184443	GSM1957461	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304234	SRX1456960	355	268	SRR2967514	SRS1184441	GSM1957462	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304235	SRX1456961	314	240	SRR2967515	SRS1184442	GSM1957463	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304236	SRX1456962	286	219	SRR2967516	SRS1184440	GSM1957464	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304237	SRX1456963	199	152	SRR2967517	SRS1184439	GSM1957465	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304238	SRX1456964	321	244	SRR2967518	SRS1184438	GSM1957466	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303715	SRX1456965	296	224	SRR2967519	SRS1184436	GSM1957467	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303716	SRX1456966	304	228	SRR2967520	SRS1184437	GSM1957468	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303717	SRX1456967	300	229	SRR2967521	SRS1184435	GSM1957469	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303718	SRX1456968	368	281	SRR2967522	SRS1184434	GSM1957470	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303719	SRX1456969	385	293	SRR2967523	SRS1184433	GSM1957471	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303720	SRX1456970	302	230	SRR2967524	SRS1184432	GSM1957472	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303721	SRX1456971	337	256	SRR2967525	SRS1184431	GSM1957473	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303722	SRX1456972	208	156	SRR2967526	SRS1184430	GSM1957474	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303724	SRX1456974	278	213	SRR2967528	SRS1184429	GSM1957476	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303725	SRX1456975	273	193	SRR2967529	SRS1184427	GSM1957477	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303726	SRX1456976	296	206	SRR2967530	SRS1184428	GSM1957478	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303727	SRX1456977	333	236	SRR2967531	SRS1184426	GSM1957479	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303728	SRX1456978	290	206	SRR2967532	SRS1184425	GSM1957480	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303729	SRX1456979	311	222	SRR2967533	SRS1184424	GSM1957481	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303730	SRX1456980	197	139	SRR2967534	SRS1184423	GSM1957482	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303731	SRX1456981	236	170	SRR2967535	SRS1184422	GSM1957483	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303732	SRX1456982	244	174	SRR2967536	SRS1184421	GSM1957484	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303733	SRX1456983	279	200	SRR2967537	SRS1184420	GSM1957485	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303735	SRX1456985	254	183	SRR2967539	SRS1184419	GSM1957487	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303736	SRX1456986	310	215	SRR2967540	SRS1184418	GSM1957488	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303737	SRX1456987	249	177	SRR2967541	SRS1184417	GSM1957489	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303739	SRX1456988	260	183	SRR2967542	SRS1184416	GSM1957490	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303740	SRX1456989	282	202	SRR2967543	SRS1184415	GSM1957491	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303741	SRX1456990	345	242	SRR2967544	SRS1184414	GSM1957492	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303742	SRX1456991	361	252	SRR2967545	SRS1184412	GSM1957493	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303743	SRX1456992	290	205	SRR2967546	SRS1184413	GSM1957495	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303744	SRX1456993	347	240	SRR2967547	SRS1184411	GSM1957497	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303865	SRX1456994	361	254	SRR2967548	SRS1184410	GSM1957499	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303738	SRX1456996	262	187	SRR2967550	SRS1184409	GSM1957503	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303867	SRX1456997	322	228	SRR2967551	SRS1184408	GSM1957505	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303868	SRX1456998	279	195	SRR2967552	SRS1184407	GSM1957507	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303869	SRX1456999	241	172	SRR2967553	SRS1184406	GSM1957509	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303870	SRX1457000	295	210	SRR2967554	SRS1184405	GSM1957511	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303871	SRX1457001	256	184	SRR2967555	SRS1184404	GSM1957513	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303872	SRX1457002	318	224	SRR2967556	SRS1184403	GSM1957515	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303873	SRX1457003	281	198	SRR2967557	SRS1184402	GSM1957518	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303874	SRX1457004	197	140	SRR2967558	SRS1184401	GSM1957520	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303875	SRX1457005	338	235	SRR2967559	SRS1184400	GSM1957522	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303876	SRX1457006	324	227	SRR2967560	SRS1184399	GSM1957524	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303877	SRX1457007	266	191	SRR2967561	SRS1184398	GSM1957526	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
