#Experiment_s	Run_s
SRX2044589	SRR4055063
SRX2045436	SRR4056068
SRX2045437	SRR4056069
SRX2045438	SRR4056070
SRX2045439	SRR4056071
SRX2045440	SRR4056072
SRX2045441	SRR4056073
SRX2045442	SRR4056074
SRX2045443	SRR4056075
SRX2045444	SRR4056076
SRX2045445	SRR4056077
SRX2045446	SRR4056078
SRX2045447	SRR4056079
SRX2045448	SRR4056080
SRX2045449	SRR4056081
SRX2045450	SRR4056082
SRX2045451	SRR4056083
SRX2045452	SRR4056084
SRX2045453	SRR4056085
SRX2045454	SRR4056086
SRX2045455	SRR4056087
SRX2045456	SRR4056088
SRX2045457	SRR4056089
SRX2045458	SRR4056090
SRX2045459	SRR4056091
SRX2045460	SRR4056092
SRX2045461	SRR4056093
SRX2045462	SRR4056094
SRX2045463	SRR4056095
SRX2045464	SRR4056096
SRX2045465	SRR4056097
SRX2045466	SRR4056098
SRX2045467	SRR4056099
SRX2045468	SRR4056100
SRX2045469	SRR4056101
SRX2045470	SRR4056102
SRX2045471	SRR4056103
SRX2045472	SRR4056104
SRX2045473	SRR4056105
SRX2045474	SRR4056106
SRX2045475	SRR4056107
SRX2045476	SRR4056108
SRX2045477	SRR4056109
SRX2045478	SRR4056110
SRX2045479	SRR4056111
SRX2045480	SRR4056112
SRX2045481	SRR4056113
SRX2045482	SRR4056114
SRX2045483	SRR4056115
SRX2045484	SRR4056116
SRX2045485	SRR4056117
SRX2045486	SRR4056118
SRX2045487	SRR4056120
SRX2045488	SRR4056121
SRX2045489	SRR4056122
SRX2045490	SRR4056123
SRX2045491	SRR4056124
SRX2045492	SRR4056125
SRX2045493	SRR4056126
SRX2045494	SRR4056127
SRX2045495	SRR4056128
SRX2045496	SRR4056129
SRX2045497	SRR4056130
SRX2045498	SRR4056131
SRX2045499	SRR4056132
SRX2045500	SRR4056133
SRX2045501	SRR4056134
SRX2045502	SRR4056135
SRX2045503	SRR4056136
SRX2045504	SRR4056137
SRX2045505	SRR4056138
SRX2045506	SRR4056139
SRX2045507	SRR4056140
SRX2045508	SRR4056141
SRX2045509	SRR4056142
SRX2045510	SRR4056143
SRX2045511	SRR4056144
SRX2045512	SRR4056145
SRX2045513	SRR4056146
SRX2045514	SRR4056147
SRX2045515	SRR4056148
SRX2045516	SRR4056149
SRX2045517	SRR4056150
SRX2045518	SRR4056151
SRX2045519	SRR4056152
SRX2045520	SRR4056153
SRX2045521	SRR4056154
SRX2045522	SRR4056155
SRX2045523	SRR4056156
SRX2045524	SRR4056157
SRX2045525	SRR4056158
SRX2045526	SRR4056159
SRX2045527	SRR4056160
SRX2045528	SRR4056161
SRX2045529	SRR4056162
SRX2045530	SRR4056163
SRX2045531	SRR4056164
SRX2045532	SRR4056165
SRX2045533	SRR4056166
SRX2045534	SRR4056167
SRX2045535	SRR4056168
SRX2045536	SRR4056169
SRX2045537	SRR4056170
SRX2045538	SRR4056171
SRX2045539	SRR4056172
SRX2045540	SRR4056173
SRX2045541	SRR4056174
SRX2045542	SRR4056175
SRX2045543	SRR4056176
SRX2045544	SRR4056177
SRX2045545	SRR4056178
SRX2045546	SRR4056179
SRX2045547	SRR4056180
SRX2045548	SRR4056181
SRX2045549	SRR4056182
SRX2045550	SRR4056183
SRX2045551	SRR4056184
SRX2045552	SRR4056185
SRX2045553	SRR4056186
SRX2045554	SRR4056187
SRX2045555	SRR4056188
SRX2045556	SRR4056189
SRX2045557	SRR4056190
SRX2045558	SRR4056191
SRX2045559	SRR4056192
SRX2045560	SRR4056193
SRX2045561	SRR4056194
SRX2045562	SRR4056195
SRX2045563	SRR4056196
SRX2045564	SRR4056197
SRX2045565	SRR4056198
SRX2045566	SRR4056199
SRX2045567	SRR4056200
SRX2045568	SRR4056201
SRX2045569	SRR4056202
SRX2045570	SRR4056203
SRX2045571	SRR4056204
SRX2045572	SRR4056205
SRX2045573	SRR4056206
SRX2045574	SRR4056207
SRX2045575	SRR4056208
SRX2045576	SRR4056209
SRX2045577	SRR4056210
SRX2045578	SRR4056211
SRX2045579	SRR4056212
SRX2045580	SRR4056213
SRX2045581	SRR4056214
SRX2045582	SRR4056215
SRX2045583	SRR4056216
SRX2045584	SRR4056217
SRX2045585	SRR4056218
SRX2045586	SRR4056219
SRX2045587	SRR4056220
SRX2045588	SRR4056221
SRX2045589	SRR4056222
SRX2045590	SRR4056223
SRX2045591	SRR4056224
SRX2045592	SRR4056225
SRX2045593	SRR4056226
SRX2045594	SRR4056227
SRX2045595	SRR4056228
SRX2045596	SRR4056229
SRX2045597	SRR4056230
SRX2045598	SRR4056231
SRX2045599	SRR4056232
SRX2045600	SRR4056233
SRX2045601	SRR4056234
SRX2045602	SRR4056235
SRX2045603	SRR4056236
SRX2045604	SRR4056237
SRX2045605	SRR4056238
SRX2045606	SRR4056239
SRX2045607	SRR4056240
SRX2045608	SRR4056241
SRX2045609	SRR4056242
SRX2045610	SRR4056243
SRX2045611	SRR4056244
SRX2045612	SRR4056245
SRX2045613	SRR4056246
SRX2045614	SRR4056247
SRX2045615	SRR4056248
SRX2045616	SRR4056249
SRX2045617	SRR4056250
SRX2045618	SRR4056251
SRX2045619	SRR4056252
SRX2045620	SRR4056253
SRX2045621	SRR4056254
SRX2045622	SRR4056255
SRX2045623	SRR4056256
SRX2045624	SRR4056257
SRX2045625	SRR4056258
SRX2045626	SRR4056259
SRX2045627	SRR4056260
SRX2045628	SRR4056261
SRX2045629	SRR4056262
SRX2045630	SRR4056263
SRX2045631	SRR4056264
SRX2045632	SRR4056265
SRX2045633	SRR4056266
SRX2045634	SRR4056267
SRX2045635	SRR4056268
SRX2045636	SRR4056269
SRX2045637	SRR4056270
SRX2045638	SRR4056271
SRX2045639	SRR4056272
SRX2045640	SRR4056273
SRX2045641	SRR4056274
SRX2045642	SRR4056275
SRX2045643	SRR4056276
SRX2045644	SRR4056277
SRX2045645	SRR4056278
SRX2045646	SRR4056279
SRX2045647	SRR4056280
SRX2045648	SRR4056281
SRX2045649	SRR4056282
SRX2045650	SRR4056283
SRX2045651	SRR4056284
SRX2045652	SRR4056285
SRX2045653	SRR4056286
SRX2045654	SRR4056287
SRX2045655	SRR4056288
SRX2045656	SRR4056289
SRX2045657	SRR4056290
SRX2045658	SRR4056291
SRX2045659	SRR4056292
SRX2045660	SRR4056293
SRX2045661	SRR4056294
SRX2045662	SRR4056295
SRX2045663	SRR4056296
SRX2045664	SRR4056297
SRX2045665	SRR4056298
SRX2045666	SRR4056299
SRX2045667	SRR4056300
SRX2045668	SRR4056301
SRX2045669	SRR4056302
SRX2045670	SRR4056303
SRX2045671	SRR4056304
SRX2045672	SRR4056305
SRX2045673	SRR4056306
SRX2045674	SRR4056307
SRX2045675	SRR4056308
SRX2045676	SRR4056309
SRX2045677	SRR4056310
SRX2045678	SRR4056311
SRX2045679	SRR4056312
SRX2045680	SRR4056313
SRX2045681	SRR4056314
SRX2045682	SRR4056315
SRX2045683	SRR4056316
SRX2045684	SRR4056317
SRX2045685	SRR4056318
SRX2045686	SRR4056319
SRX2045687	SRR4056320
SRX2045688	SRR4056321
SRX2045689	SRR4056322
SRX2045690	SRR4056323
SRX2045691	SRR4056324
SRX2045692	SRR4056325
SRX2045693	SRR4056326
SRX2045694	SRR4056327
SRX2045695	SRR4056328
SRX2045696	SRR4056329
SRX2045697	SRR4056330
SRX2045698	SRR4056331
SRX2045699	SRR4056332
SRX2045700	SRR4056333
SRX2045701	SRR4056334
SRX2045702	SRR4056335
SRX2045703	SRR4056336
SRX2045704	SRR4056337
SRX2045705	SRR4056338
SRX2045706	SRR4056339
SRX2045707	SRR4056340
SRX2045708	SRR4056341
SRX2045709	SRR4056342
SRX2045710	SRR4056343
SRX2045711	SRR4056344
SRX2045712	SRR4056345
SRX2045713	SRR4056346
SRX2045714	SRR4056347
SRX2045715	SRR4056348
SRX2045716	SRR4056349
SRX2045717	SRR4056350
SRX2045718	SRR4056351
SRX2045719	SRR4056352
SRX2045720	SRR4056353
SRX2045721	SRR4056354
SRX2045722	SRR4056355
SRX2045723	SRR4056356
SRX2045724	SRR4056357
SRX2045725	SRR4056358
SRX2045726	SRR4056359
SRX2045727	SRR4056360
SRX2045728	SRR4056361
SRX2045729	SRR4056362
SRX2045730	SRR4056363
SRX2045731	SRR4056364
SRX2045732	SRR4056365
SRX2045733	SRR4056366
SRX2045734	SRR4056367
SRX2045735	SRR4056368
SRX2045736	SRR4056369
SRX2045737	SRR4056370
SRX2045738	SRR4056371
SRX2045739	SRR4056372
SRX2045740	SRR4056373
SRX2045741	SRR4056374
SRX2045742	SRR4056375
SRX2045743	SRR4056376
SRX2045744	SRR4056377
SRX2045745	SRR4056378
SRX2045746	SRR4056379
SRX2045747	SRR4056380
SRX2045748	SRR4056381
SRX2045749	SRR4056382
SRX2045750	SRR4056383
SRX2045751	SRR4056384
SRX2045752	SRR4056385
SRX2045753	SRR4056386
SRX2045754	SRR4056387
SRX2045755	SRR4056388
SRX2045756	SRR4056389
SRX2045757	SRR4056390
SRX2045758	SRR4056391
SRX2045759	SRR4056392
SRX2045760	SRR4056393
SRX2045761	SRR4056394
SRX2045762	SRR4056395
SRX2045763	SRR4056396
SRX2045764	SRR4056397
SRX2045765	SRR4056398
SRX2045766	SRR4056399
SRX2045767	SRR4056400
SRX2045768	SRR4056401
SRX2045769	SRR4056402
SRX2045770	SRR4056403
SRX2045771	SRR4056404
SRX2045772	SRR4056405
SRX2045773	SRR4056406
SRX2045774	SRR4056407
SRX2045775	SRR4056408
SRX2045776	SRR4056409
SRX2045777	SRR4056410
SRX2045778	SRR4056411
SRX2045779	SRR4056412
SRX2045780	SRR4056413
SRX2045781	SRR4056414
SRX2045782	SRR4056415
SRX2045783	SRR4056416
SRX2045784	SRR4056417
SRX2045785	SRR4056418
SRX2045786	SRR4056419
SRX2045787	SRR4056420
SRX2045788	SRR4056421
SRX2045789	SRR4056422
SRX2045790	SRR4056423
SRX2045791	SRR4056424
SRX2045792	SRR4056425
SRX2045793	SRR4056426
SRX2045794	SRR4056427
SRX2045795	SRR4056428
SRX2045796	SRR4056429
SRX2045797	SRR4056430
SRX2045798	SRR4056431
SRX2045799	SRR4056432
SRX2045800	SRR4056433
SRX2045801	SRR4056434
SRX2045802	SRR4056435
SRX2045803	SRR4056436
SRX2045804	SRR4056437
SRX2045805	SRR4056438
SRX2045806	SRR4056439
SRX2045807	SRR4056440
SRX2045808	SRR4056441
SRX2045809	SRR4056442
SRX2045810	SRR4056443
SRX2045811	SRR4056444
SRX2045812	SRR4056445
SRX2045813	SRR4056446
SRX2045814	SRR4056447
SRX2045815	SRR4056448
SRX2045816	SRR4056449
SRX2045817	SRR4056450
SRX2045818	SRR4056451
SRX2045819	SRR4056452
SRX2045820	SRR4056453
SRX2045821	SRR4056454
SRX2045822	SRR4056455
SRX2045823	SRR4056456
SRX2045824	SRR4056457
SRX2045825	SRR4056458
SRX2045826	SRR4056459
SRX2045827	SRR4056460
SRX2045828	SRR4056461
SRX2045829	SRR4056462
SRX2045830	SRR4056463
SRX2045831	SRR4056464
SRX2045832	SRR4056465
SRX2045833	SRR4056466
SRX2045834	SRR4056467
SRX2045835	SRR4056468
SRX2045836	SRR4056469
SRX2045837	SRR4056470
SRX2045838	SRR4056471
SRX2045839	SRR4056472
SRX2045840	SRR4056473
SRX2045841	SRR4056474
SRX2045842	SRR4056475
SRX2045843	SRR4056476
SRX2045844	SRR4056477
SRX2045845	SRR4056478
SRX2045846	SRR4056479
SRX2045847	SRR4056480
SRX2045848	SRR4056481
SRX2045849	SRR4056482
SRX2045850	SRR4056483
SRX2045851	SRR4056484
SRX2045852	SRR4056485
SRX2045853	SRR4056486
SRX2045854	SRR4056487
SRX2045855	SRR4056488
SRX2045856	SRR4056489
SRX2045857	SRR4056490
SRX2045858	SRR4056491
SRX2045859	SRR4056492
SRX2045860	SRR4056493
SRX2045861	SRR4056494
SRX2045862	SRR4056495
SRX2045863	SRR4056496
SRX2045864	SRR4056497
SRX2045865	SRR4056498
SRX2045866	SRR4056499
SRX2045867	SRR4056500
SRX2045868	SRR4056501
SRX2045869	SRR4056502
SRX2045870	SRR4056503
SRX2045871	SRR4056504
SRX2045872	SRR4056505
SRX2045873	SRR4056506
SRX2045874	SRR4056507
SRX2045875	SRR4056508
SRX2045876	SRR4056509
SRX2045877	SRR4056510
SRX2045878	SRR4056511
SRX2045879	SRR4056512
SRX2045880	SRR4056513
SRX2045881	SRR4056514
SRX2045882	SRR4056515
SRX2045883	SRR4056516
SRX2045884	SRR4056517
SRX2045885	SRR4056518
SRX2045886	SRR4056519
SRX2045887	SRR4056520
SRX2045888	SRR4056521
SRX2045889	SRR4056522
SRX2045890	SRR4056523
SRX2045891	SRR4056524
SRX2045892	SRR4056525
SRX2045893	SRR4056526
SRX2045894	SRR4056527
SRX2045895	SRR4056528
SRX2045896	SRR4056529
SRX2045897	SRR4056530
SRX2045898	SRR4056531
SRX2045899	SRR4056532
SRX2045900	SRR4056533
SRX2045901	SRR4056534
SRX2045902	SRR4056535
SRX2045903	SRR4056536
SRX2045904	SRR4056537
SRX2045905	SRR4056538
SRX2045906	SRR4056539
SRX2045907	SRR4056540
SRX2045908	SRR4056541
SRX2045909	SRR4056542
SRX2045910	SRR4056543
SRX2045911	SRR4056544
SRX2045912	SRR4056545
SRX2045913	SRR4056546
SRX2045914	SRR4056547
SRX2045915	SRR4056548
SRX2045916	SRR4056549
SRX2045917	SRR4056550
SRX2045918	SRR4056551
SRX2045919	SRR4056552
SRX2045920	SRR4056553
SRX2045921	SRR4056554
SRX2045922	SRR4056555
SRX2045923	SRR4056556
SRX2045924	SRR4056557
SRX2045925	SRR4056558
SRX2045926	SRR4056559
SRX2045927	SRR4056560
SRX2045928	SRR4056561
SRX2045929	SRR4056562
SRX2045930	SRR4056563
SRX2045931	SRR4056564
SRX2045932	SRR4056565
SRX2045933	SRR4056566
SRX2045934	SRR4056567
SRX2045935	SRR4056568
SRX2045936	SRR4056569
SRX2045937	SRR4056570
SRX2045938	SRR4056571
SRX2045939	SRR4056572
SRX2045940	SRR4056573
SRX2045941	SRR4056574
SRX2045942	SRR4056575
SRX2045943	SRR4056576
SRX2045944	SRR4056577
SRX2045945	SRR4056578
SRX2045946	SRR4056579
SRX2045947	SRR4056580
SRX2045948	SRR4056581
SRX2045949	SRR4056582
SRX2045950	SRR4056583
SRX2045951	SRR4056584
SRX2045952	SRR4056585
SRX2045953	SRR4056586
SRX2045954	SRR4056587
SRX2045955	SRR4056588
SRX2045956	SRR4056589
SRX2045957	SRR4056590
SRX2045958	SRR4056591
SRX2045959	SRR4056592
SRX2045960	SRR4056593
SRX2045961	SRR4056594
SRX2045962	SRR4056595
SRX2045963	SRR4056596
SRX2045964	SRR4056597
SRX2045965	SRR4056598
SRX2045966	SRR4056599
SRX2045967	SRR4056600
SRX2045968	SRR4056601
SRX2045969	SRR4056602
SRX2045970	SRR4056603
SRX2045971	SRR4056604
SRX2045972	SRR4056605
SRX2045973	SRR4056606
SRX2045974	SRR4056607
SRX2045975	SRR4056608
SRX2045976	SRR4056609
SRX2045977	SRR4056610
SRX2045978	SRR4056611
SRX2045979	SRR4056612
SRX2045980	SRR4056613
SRX2045981	SRR4056614
SRX2045982	SRR4056615
SRX2045983	SRR4056616
SRX2045984	SRR4056617
SRX2045985	SRR4056618
SRX2045986	SRR4056619
SRX2045987	SRR4056620
SRX2045988	SRR4056621
SRX2045989	SRR4056622
SRX2045990	SRR4056623
SRX2045991	SRR4056624
SRX2045992	SRR4056625
SRX2045993	SRR4056626
SRX2045994	SRR4056627
SRX2045995	SRR4056628
SRX2045996	SRR4056629
SRX2045997	SRR4056630
SRX2045998	SRR4056631
SRX2045999	SRR4056632
SRX2046000	SRR4056633
SRX2046001	SRR4056634
SRX2046002	SRR4056635
SRX2046003	SRR4056636
SRX2046004	SRR4056637
SRX2046005	SRR4056638
SRX2046006	SRR4056639
SRX2046007	SRR4056640
SRX2046008	SRR4056641
SRX2046009	SRR4056642
SRX2046010	SRR4056643
SRX2046011	SRR4056644
SRX2046012	SRR4056645
SRX2046013	SRR4056646
SRX2046014	SRR4056647
SRX2046015	SRR4056648
SRX2046016	SRR4056649
SRX2046017	SRR4056650
SRX2046018	SRR4056651
SRX2046019	SRR4056652
SRX2046020	SRR4056653
SRX2046021	SRR4056654
SRX2046022	SRR4056655
SRX2046023	SRR4056656
SRX2046024	SRR4056657
SRX2046025	SRR4056658
SRX2046026	SRR4056659
SRX2046027	SRR4056660
SRX2046028	SRR4056661
SRX2046029	SRR4056662
SRX2046030	SRR4056663
SRX2046031	SRR4056664
SRX2046032	SRR4056665
SRX2046033	SRR4056666
SRX2046034	SRR4056667
SRX2046035	SRR4056668
SRX2046036	SRR4056669
SRX2046037	SRR4056670
SRX2046038	SRR4056671
SRX2046039	SRR4056672
SRX2046040	SRR4056673
SRX2046041	SRR4056674
SRX2046042	SRR4056675
SRX2046043	SRR4056676
SRX2046044	SRR4056677
SRX2046045	SRR4056678
SRX2046046	SRR4056679
SRX2046047	SRR4056680
SRX2046048	SRR4056681
SRX2046049	SRR4056682
SRX2046050	SRR4056683
SRX2046051	SRR4056684
SRX2046052	SRR4056685
SRX2046053	SRR4056686
SRX2046054	SRR4056687
SRX2046055	SRR4056688
SRX2046056	SRR4056689
SRX2046057	SRR4056690
SRX2046058	SRR4056691
SRX2046059	SRR4056692
SRX2046060	SRR4056693
SRX2046061	SRR4056694
SRX2046062	SRR4056695
SRX2046063	SRR4056696
SRX2046064	SRR4056697
SRX2046065	SRR4056698
SRX2046066	SRR4056699
SRX2046067	SRR4056700
SRX2046068	SRR4056701
SRX2046069	SRR4056702
SRX2046070	SRR4056703
SRX2046071	SRR4056704
SRX2046072	SRR4056705
SRX2046073	SRR4056706
SRX2046074	SRR4056707
SRX2046075	SRR4056708
SRX2046076	SRR4056709
SRX2046077	SRR4056710
SRX2046078	SRR4056711
SRX2046079	SRR4056712
SRX2046080	SRR4056713
SRX2046081	SRR4056714
SRX2046082	SRR4056715
SRX2046083	SRR4056716
SRX2046084	SRR4056717
SRX2046085	SRR4056718
SRX2046086	SRR4056719
SRX2046087	SRR4056720
SRX2046088	SRR4056721
SRX2046089	SRR4056722
SRX2046090	SRR4056723
SRX2046091	SRR4056724
SRX2046092	SRR4056725
SRX2046093	SRR4056726
SRX2046094	SRR4056727
SRX2046095	SRR4056728
SRX2046096	SRR4056729
SRX2046097	SRR4056730
SRX2046098	SRR4056731
SRX2046099	SRR4056732
SRX2046100	SRR4056733
SRX2046101	SRR4056734
SRX2046102	SRR4056735
SRX2046103	SRR4056736
SRX2046104	SRR4056737
SRX2046105	SRR4056738
SRX2046106	SRR4056739
SRX2046107	SRR4056740
SRX2046108	SRR4056741
SRX2046109	SRR4056742
SRX2046110	SRR4056743
SRX2046111	SRR4056744
SRX2046112	SRR4056745
SRX2046113	SRR4056746
SRX2046114	SRR4056747
SRX2046115	SRR4056748
SRX2046116	SRR4056749
SRX2046117	SRR4056750
SRX2046118	SRR4056751
SRX2046119	SRR4056752
SRX2046120	SRR4056753
SRX2046121	SRR4056754
SRX2046122	SRR4056755
SRX2046123	SRR4056756
SRX2046124	SRR4056757
SRX2046125	SRR4056758
SRX2046126	SRR4056759
SRX2046127	SRR4056760
SRX2046128	SRR4056761
SRX2046129	SRR4056762
SRX2046130	SRR4056763
SRX2046131	SRR4056764
SRX2046132	SRR4056765
SRX2046133	SRR4056766
SRX2046134	SRR4056767
SRX2046135	SRR4056768
SRX2046136	SRR4056769
SRX2046137	SRR4056770
SRX2046138	SRR4056771
SRX2046139	SRR4056772
SRX2046140	SRR4056773
SRX2046141	SRR4056774
SRX2046142	SRR4056775
SRX2046143	SRR4056776
SRX2046144	SRR4056777
SRX2046145	SRR4056778
SRX2046146	SRR4056779
SRX2046147	SRR4056780
SRX2046148	SRR4056781
SRX2046149	SRR4056782
SRX2046150	SRR4056783
SRX2046151	SRR4056784
SRX2046152	SRR4056785
SRX2046153	SRR4056786
SRX2046154	SRR4056787
SRX2046155	SRR4056788
SRX2046156	SRR4056789
SRX2046157	SRR4056790
SRX2046158	SRR4056791
SRX2046159	SRR4056792
SRX2046160	SRR4056793
SRX2046161	SRR4056794
SRX2046162	SRR4056795
SRX2046163	SRR4056796
SRX2046164	SRR4056797
SRX2046165	SRR4056798
SRX2046166	SRR4056799
SRX2046167	SRR4056800
SRX2046168	SRR4056801
SRX2046169	SRR4056802
SRX2046170	SRR4056803
SRX2046171	SRR4056804
SRX2046172	SRR4056805
SRX2046173	SRR4056806
SRX2046174	SRR4056807
SRX2046175	SRR4056808
SRX2046176	SRR4056809
SRX2046177	SRR4056810
SRX2046178	SRR4056811
SRX2046179	SRR4056812
SRX2046180	SRR4056813
SRX2046181	SRR4056814
SRX2046182	SRR4056815
SRX2046183	SRR4056816
SRX2046184	SRR4056817
SRX2046185	SRR4056818
SRX2046186	SRR4056819
SRX2046187	SRR4056820
SRX2046188	SRR4056821
SRX2046189	SRR4056822
SRX2046190	SRR4056823
SRX2046191	SRR4056824
SRX2046192	SRR4056825
SRX2046193	SRR4056826
SRX2046194	SRR4056827
SRX2046195	SRR4056828
SRX2046196	SRR4056829
SRX2046197	SRR4056830
SRX2046198	SRR4056831
SRX2046199	SRR4056832
SRX2046200	SRR4056833
SRX2046201	SRR4056834
SRX2046202	SRR4056835
SRX2046203	SRR4056836
SRX2046204	SRR4056837
SRX2046205	SRR4056838
SRX2046206	SRR4056839
SRX2046207	SRR4056840
SRX2046208	SRR4056841
SRX2046209	SRR4056842
SRX2046210	SRR4056843
SRX2046211	SRR4056844
SRX2046212	SRR4056845
SRX2046213	SRR4056846
SRX2046214	SRR4056847
SRX2046215	SRR4056848
SRX2046216	SRR4056849
SRX2046217	SRR4056850
SRX2046218	SRR4056851
SRX2046219	SRR4056852
SRX2046220	SRR4056853
SRX2046221	SRR4056854
SRX2046222	SRR4056855
SRX2046223	SRR4056856
SRX2046224	SRR4056857
SRX2046225	SRR4056858
SRX2046226	SRR4056859
SRX2046227	SRR4056860
SRX2046228	SRR4056861
SRX2046229	SRR4056862
SRX2046230	SRR4056863
SRX2046231	SRR4056864
SRX2046232	SRR4056865
SRX2046233	SRR4056866
SRX2046234	SRR4056867
SRX2046235	SRR4056868
SRX2046236	SRR4056869
SRX2046237	SRR4056870
SRX2046238	SRR4056871
SRX2046239	SRR4056872
SRX2046240	SRR4056873
SRX2046241	SRR4056874
SRX2046242	SRR4056875
SRX2046243	SRR4056876
SRX2046244	SRR4056877
SRX2046245	SRR4056878
SRX2046246	SRR4056879
SRX2046247	SRR4056880
SRX2046248	SRR4056881
SRX2046249	SRR4056882
SRX2046250	SRR4056883
SRX2046251	SRR4056884
SRX2046252	SRR4056885
SRX2046253	SRR4056886
SRX2046254	SRR4056887
SRX2046255	SRR4056888
SRX2046256	SRR4056889
SRX2046257	SRR4056890
SRX2046258	SRR4056891
SRX2046259	SRR4056892
SRX2046260	SRR4056893
SRX2046261	SRR4056894
SRX2046262	SRR4056895
SRX2046263	SRR4056896
SRX2046264	SRR4056897
SRX2046265	SRR4056898
SRX2046266	SRR4056899
SRX2046267	SRR4056900
SRX2046268	SRR4056901
SRX2046269	SRR4056902
SRX2046270	SRR4056903
SRX2046271	SRR4056904
SRX2046272	SRR4056905
SRX2046273	SRR4056906
SRX2046274	SRR4056907
SRX2046275	SRR4056908
SRX2046276	SRR4056909
SRX2046277	SRR4056910
SRX2046278	SRR4056911
SRX2046279	SRR4056912
SRX2046280	SRR4056913
SRX2046281	SRR4056914
SRX2046282	SRR4056915
SRX2046283	SRR4056916
SRX2046284	SRR4056917
SRX2046285	SRR4056918
SRX2046286	SRR4056919
SRX2046287	SRR4056920
SRX2046288	SRR4056921
SRX2046289	SRR4056922
SRX2046290	SRR4056923
SRX2046291	SRR4056924
SRX2046292	SRR4056925
SRX2046293	SRR4056926
SRX2046294	SRR4056927
SRX2046295	SRR4056928
SRX2046296	SRR4056929
SRX2046297	SRR4056930
SRX2046298	SRR4056931
SRX2046299	SRR4056932
SRX2046300	SRR4056933
SRX2046301	SRR4056934
SRX2046302	SRR4056935
SRX2046303	SRR4056936
SRX2046304	SRR4056937
SRX2046305	SRR4056938
SRX2046306	SRR4056939
SRX2046307	SRR4056940
SRX2046308	SRR4056941
SRX2046309	SRR4056942
SRX2046310	SRR4056943
SRX2046311	SRR4056944
SRX2046312	SRR4056945
SRX2046313	SRR4056946
SRX2046314	SRR4056947
SRX2046315	SRR4056948
SRX2046316	SRR4056949
SRX2046317	SRR4056950
SRX2046318	SRR4056951
SRX2046319	SRR4056952
SRX2046320	SRR4056953
SRX2046321	SRR4056954
SRX2046322	SRR4056955
SRX2046323	SRR4056956
SRX2046324	SRR4056957
SRX2046325	SRR4056958
SRX2046326	SRR4056959
SRX2046327	SRR4056960
SRX2046328	SRR4056961
SRX2046329	SRR4056962
SRX2046330	SRR4056963
SRX2046331	SRR4056964
SRX2046332	SRR4056965
SRX2046333	SRR4056966
SRX2046334	SRR4056967
SRX2046335	SRR4056968
SRX2046336	SRR4056969
SRX2046337	SRR4056970
SRX2046338	SRR4056971
SRX2046339	SRR4056972
SRX2046340	SRR4056973
SRX2046341	SRR4056974
SRX2046342	SRR4056975
SRX2046343	SRR4056976
SRX2046344	SRR4056977
SRX2046345	SRR4056978
SRX2046346	SRR4056979
SRX2046347	SRR4056980
SRX2046348	SRR4056981
SRX2046349	SRR4056982
SRX2046350	SRR4056983
SRX2046351	SRR4056984
SRX2046352	SRR4056985
SRX2046353	SRR4056986
SRX2046354	SRR4056987
SRX2046355	SRR4056988
SRX2046356	SRR4056989
SRX2046357	SRR4056990
SRX2046358	SRR4056991
SRX2046359	SRR4056992
SRX2046360	SRR4056993
SRX2046361	SRR4056994
SRX2046362	SRR4056995
SRX2046363	SRR4056996
SRX2046364	SRR4056997
SRX2046365	SRR4056998
SRX2046366	SRR4056999
SRX2046367	SRR4057000
SRX2046368	SRR4057001
SRX2046369	SRR4057002
SRX2046370	SRR4057003
SRX2046371	SRR4057004
SRX2046372	SRR4057005
SRX2046373	SRR4057006
SRX2046374	SRR4057007
SRX2046375	SRR4057008
SRX2046376	SRR4057009
SRX2046377	SRR4057010
SRX2046378	SRR4057011
SRX2046379	SRR4057012
SRX2046380	SRR4057013
SRX2046381	SRR4057014
SRX2046382	SRR4057015
SRX2046383	SRR4057016
SRX2046384	SRR4057017
SRX2046385	SRR4057018
SRX2046386	SRR4057019
SRX2046387	SRR4057020
SRX2046388	SRR4057021
SRX2046389	SRR4057022
SRX2046390	SRR4057023
SRX2046391	SRR4057024
SRX2046392	SRR4057025
SRX2046393	SRR4057026
SRX2046394	SRR4057027
SRX2046395	SRR4057028
SRX2046396	SRR4057029
SRX2046397	SRR4057030
SRX2046398	SRR4057031
SRX2046399	SRR4057032
SRX2046400	SRR4057033
SRX2046401	SRR4057034
SRX2046402	SRR4057035
SRX2046403	SRR4057036
SRX2046404	SRR4057037
SRX2046405	SRR4057038
SRX2046406	SRR4057039
SRX2046407	SRR4057040
SRX2046408	SRR4057041
SRX2046409	SRR4057042
SRX2046410	SRR4057043
SRX2046411	SRR4057044
SRX2046412	SRR4057045
SRX2046413	SRR4057046
SRX2046414	SRR4057047
SRX2046415	SRR4057048
SRX2046416	SRR4057049
SRX2046417	SRR4057050
SRX2046418	SRR4057051
SRX2046419	SRR4057052
SRX2046420	SRR4057053
SRX2046421	SRR4057054
SRX2046422	SRR4057055
SRX2046423	SRR4057056
SRX2046424	SRR4057057
SRX2046425	SRR4057058
SRX2046426	SRR4057059
SRX2046427	SRR4057060
SRX2046428	SRR4057061
SRX2046429	SRR4057062
SRX2046430	SRR4057063
SRX2046431	SRR4057064
SRX2046432	SRR4057065
SRX2046433	SRR4057066
