AvgSpotLen_l	BioSample_s	Experiment_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	Run_s	SRA_Sample_s	Sample_Name_s	Sex_s	age_s	inferred_cell_type_s	source_name_s	strain_s	tissue_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Platform_s	ReleaseDate_s	SRA_Study_s
46	SAMN05562504	SRX2046384	2016-08-24	34	36	Homo sapiens	SRR4057017	SRS1638884	GSM2270150	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562503	SRX2046385	2016-08-24	30	33	Homo sapiens	SRR4057018	SRS1638883	GSM2270151	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562502	SRX2046386	2016-08-24	25	26	Homo sapiens	SRR4057019	SRS1638885	GSM2270152	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562500	SRX2046387	2016-08-24	21	23	Homo sapiens	SRR4057020	SRS1638886	GSM2270153	?	12d	eProg1a	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562501	SRX2046388	2016-08-24	22	24	Homo sapiens	SRR4057021	SRS1638887	GSM2270154	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562499	SRX2046389	2016-08-24	24	26	Homo sapiens	SRR4057022	SRS1638888	GSM2270155	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562498	SRX2046390	2016-08-24	24	26	Homo sapiens	SRR4057023	SRS1638889	GSM2270156	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562497	SRX2046391	2016-08-24	28	30	Homo sapiens	SRR4057024	SRS1638890	GSM2270157	?	12d	eNb3	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562496	SRX2046392	2016-08-24	26	28	Homo sapiens	SRR4057025	SRS1638891	GSM2270158	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562495	SRX2046393	2016-08-24	19	20	Homo sapiens	SRR4057026	SRS1638892	GSM2270159	?	12d	eProg1a	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562494	SRX2046394	2016-08-24	26	28	Homo sapiens	SRR4057027	SRS1638893	GSM2270160	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562493	SRX2046395	2016-08-24	27	29	Homo sapiens	SRR4057028	SRS1638894	GSM2270161	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562492	SRX2046396	2016-08-24	20	22	Homo sapiens	SRR4057029	SRS1638895	GSM2270162	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562491	SRX2046397	2016-08-24	27	29	Homo sapiens	SRR4057030	SRS1638896	GSM2270163	?	12d	eNb4	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562490	SRX2046398	2016-08-24	35	38	Homo sapiens	SRR4057031	SRS1638897	GSM2270164	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562489	SRX2046399	2016-08-24	33	36	Homo sapiens	SRR4057032	SRS1638898	GSM2270165	?	12d	eProg1a	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562488	SRX2046400	2016-08-24	35	37	Homo sapiens	SRR4057033	SRS1638899	GSM2270166	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562487	SRX2046401	2016-08-24	30	33	Homo sapiens	SRR4057034	SRS1638900	GSM2270167	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562486	SRX2046402	2016-08-24	40	43	Homo sapiens	SRR4057035	SRS1638901	GSM2270168	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562485	SRX2046403	2016-08-24	19	21	Homo sapiens	SRR4057036	SRS1638902	GSM2270169	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562604	SRX2046404	2016-08-24	27	29	Homo sapiens	SRR4057037	SRS1638904	GSM2270170	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562603	SRX2046405	2016-08-24	28	30	Homo sapiens	SRR4057038	SRS1638903	GSM2270171	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562602	SRX2046406	2016-08-24	31	33	Homo sapiens	SRR4057039	SRS1638905	GSM2270172	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562601	SRX2046407	2016-08-24	35	38	Homo sapiens	SRR4057040	SRS1638906	GSM2270173	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562600	SRX2046408	2016-08-24	25	27	Homo sapiens	SRR4057041	SRS1638907	GSM2270174	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562599	SRX2046409	2016-08-24	33	36	Homo sapiens	SRR4057042	SRS1638908	GSM2270175	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562598	SRX2046410	2016-08-24	30	33	Homo sapiens	SRR4057043	SRS1638909	GSM2270176	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562597	SRX2046411	2016-08-24	27	29	Homo sapiens	SRR4057044	SRS1638910	GSM2270177	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562596	SRX2046412	2016-08-24	33	36	Homo sapiens	SRR4057045	SRS1638911	GSM2270178	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562595	SRX2046413	2016-08-24	34	37	Homo sapiens	SRR4057046	SRS1638912	GSM2270179	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562594	SRX2046414	2016-08-24	30	33	Homo sapiens	SRR4057047	SRS1638913	GSM2270180	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562593	SRX2046415	2016-08-24	27	30	Homo sapiens	SRR4057048	SRS1638914	GSM2270181	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562592	SRX2046416	2016-08-24	30	33	Homo sapiens	SRR4057049	SRS1638916	GSM2270182	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562591	SRX2046417	2016-08-24	34	37	Homo sapiens	SRR4057050	SRS1638915	GSM2270183	?	12d	eNb4	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562590	SRX2046418	2016-08-24	21	22	Homo sapiens	SRR4057051	SRS1638917	GSM2270184	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562589	SRX2046419	2016-08-24	22	23	Homo sapiens	SRR4057052	SRS1638919	GSM2270185	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562588	SRX2046420	2016-08-24	30	33	Homo sapiens	SRR4057053	SRS1638918	GSM2270186	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562587	SRX2046421	2016-08-24	27	30	Homo sapiens	SRR4057054	SRS1638920	GSM2270187	?	12d	eProg1a	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562586	SRX2046422	2016-08-24	28	31	Homo sapiens	SRR4057055	SRS1638921	GSM2270188	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562585	SRX2046423	2016-08-24	24	26	Homo sapiens	SRR4057056	SRS1638922	GSM2270189	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562584	SRX2046424	2016-08-24	31	34	Homo sapiens	SRR4057057	SRS1638923	GSM2270190	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562583	SRX2046425	2016-08-24	22	24	Homo sapiens	SRR4057058	SRS1638924	GSM2270191	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562580	SRX2046426	2016-08-24	36	40	Homo sapiens	SRR4057059	SRS1638925	GSM2270192	?	12d	eProg1a	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562579	SRX2046427	2016-08-24	22	24	Homo sapiens	SRR4057060	SRS1638926	GSM2270193	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562578	SRX2046428	2016-08-24	37	40	Homo sapiens	SRR4057061	SRS1638927	GSM2270194	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562582	SRX2046429	2016-08-24	26	28	Homo sapiens	SRR4057062	SRS1638928	GSM2270195	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562581	SRX2046430	2016-08-24	38	42	Homo sapiens	SRR4057063	SRS1638929	GSM2270196	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562577	SRX2046431	2016-08-24	27	30	Homo sapiens	SRR4057064	SRS1638930	GSM2270197	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562575	SRX2046432	2016-08-24	23	25	Homo sapiens	SRR4057065	SRS1638931	GSM2270198	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562576	SRX2046433	2016-08-24	29	31	Homo sapiens	SRR4057066	SRS1638932	GSM2270199	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562574	SRX2046434	2016-08-24	22	24	Homo sapiens	SRR4057067	SRS1638933	GSM2270200	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562573	SRX2046435	2016-08-24	28	31	Homo sapiens	SRR4057068	SRS1638934	GSM2270201	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562572	SRX2046436	2016-08-24	36	39	Homo sapiens	SRR4057069	SRS1638935	GSM2270202	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562571	SRX2046437	2016-08-24	24	26	Homo sapiens	SRR4057070	SRS1638936	GSM2270203	?	12d	eProg1a	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562570	SRX2046438	2016-08-24	36	39	Homo sapiens	SRR4057071	SRS1638937	GSM2270204	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562569	SRX2046439	2016-08-24	27	29	Homo sapiens	SRR4057072	SRS1638938	GSM2270205	?	12d	eNb3	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562568	SRX2046440	2016-08-24	25	27	Homo sapiens	SRR4057073	SRS1638939	GSM2270206	?	12d	eProg1b	stem cells		stem cells	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562567	SRX2046441	2016-08-24	49	52	Homo sapiens	SRR4057074	SRS1638940	GSM2270207	?	11w	hRgl1	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562566	SRX2046442	2016-08-24	43	46	Homo sapiens	SRR4057075	SRS1638941	GSM2270208	?	11w	hRgl3	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562565	SRX2046443	2016-08-24	37	40	Homo sapiens	SRR4057076	SRS1638942	GSM2270209	?	11w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562564	SRX2046444	2016-08-24	39	41	Homo sapiens	SRR4057077	SRS1638943	GSM2270210	?	11w	hEndo	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562563	SRX2046445	2016-08-24	36	38	Homo sapiens	SRR4057078	SRS1638944	GSM2270211	?	11w	hEndo	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562562	SRX2046446	2016-08-24	35	38	Homo sapiens	SRR4057079	SRS1638945	GSM2270212	?	11w	hRgl2a	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562561	SRX2046447	2016-08-24	31	33	Homo sapiens	SRR4057080	SRS1638946	GSM2270213	?	11w	hEndo	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562560	SRX2046448	2016-08-24	44	47	Homo sapiens	SRR4057081	SRS1638947	GSM2270214	?	11w	hOPC	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562559	SRX2046449	2016-08-24	32	34	Homo sapiens	SRR4057082	SRS1638948	GSM2270215	?	11w	hRgl3	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562558	SRX2046450	2016-08-24	18	19	Homo sapiens	SRR4057083	SRS1638949	GSM2270216	?	11w	hRgl2a	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562557	SRX2046451	2016-08-24	39	42	Homo sapiens	SRR4057084	SRS1638952	GSM2270217	?	11w	hRgl2b	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562556	SRX2046452	2016-08-24	46	49	Homo sapiens	SRR4057085	SRS1638951	GSM2270218	?	11w	hRgl3	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562555	SRX2046453	2016-08-24	44	47	Homo sapiens	SRR4057086	SRS1638950	GSM2270219	?	11w	hDA2	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562554	SRX2046454	2016-08-24	57	60	Homo sapiens	SRR4057087	SRS1638953	GSM2270220	?	11w	hNbGaba	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562553	SRX2046455	2016-08-24	64	67	Homo sapiens	SRR4057088	SRS1638954	GSM2270221	?	11w	hRgl3	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562552	SRX2046456	2016-08-24	46	48	Homo sapiens	SRR4057089	SRS1638955	GSM2270222	?	11w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562551	SRX2046457	2016-08-24	37	39	Homo sapiens	SRR4057090	SRS1638956	GSM2270223	?	11w	hRgl2b	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562550	SRX2046458	2016-08-24	41	44	Homo sapiens	SRR4057091	SRS1638958	GSM2270224	?	11w	hDA2	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562549	SRX2046459	2016-08-24	40	43	Homo sapiens	SRR4057092	SRS1638957	GSM2270225	?	11w	hNProg	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562548	SRX2046460	2016-08-24	45	48	Homo sapiens	SRR4057093	SRS1638959	GSM2270226	?	11w	hRgl2a	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562547	SRX2046461	2016-08-24	31	32	Homo sapiens	SRR4057094	SRS1638960	GSM2270227	?	11w	hRgl2b	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562546	SRX2046462	2016-08-24	42	44	Homo sapiens	SRR4057095	SRS1638961	GSM2270228	?	11w	hRgl3	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562545	SRX2046463	2016-08-24	66	70	Homo sapiens	SRR4057096	SRS1638962	GSM2270229	?	11w	hRgl2a	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562544	SRX2046464	2016-08-24	25	27	Homo sapiens	SRR4057097	SRS1638963	GSM2270230	?	11w	hRgl2b	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562543	SRX2046465	2016-08-24	31	33	Homo sapiens	SRR4057098	SRS1638964	GSM2270231	?	11w	hRgl2a	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562542	SRX2046466	2016-08-24	56	59	Homo sapiens	SRR4057099	SRS1638965	GSM2270232	?	11w	hEndo	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562541	SRX2046467	2016-08-24	35	37	Homo sapiens	SRR4057100	SRS1638966	GSM2270233	?	11w	hGaba	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
