Source Name	Comment[ENA_SAMPLE]	Material Type	Characteristics[organism]	Characteristics[cell line]	Characteristics[strain]	Characteristics[specimen with known storage state]	Characteristics[cell cycle stage]	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_SELECTION]	Comment[ORIENTATION]	Comment[NOMINAL_LENGTH]	Comment[spike sequence file]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[cell cycle stage]
G1_cell82	ERS527394	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell82	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell82	sequencing assay	ERX538293	G1_Cell82_1.fastq.gz	G1_Cell82_1.fastq.gz	ERR580216	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580216/ERR580216_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell82	ERS527394	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell82	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell82	sequencing assay	ERX538293	G1_Cell82_2.fastq.gz	G1_Cell82_2.fastq.gz	ERR580216	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580216/ERR580216_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell83	ERS527480	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell83	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell83	sequencing assay	ERX538379	G1_Cell83_1.fastq.gz	G1_Cell83_1.fastq.gz	ERR580273	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580273/ERR580273_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell83	ERS527480	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell83	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell83	sequencing assay	ERX538379	G1_Cell83_2.fastq.gz	G1_Cell83_2.fastq.gz	ERR580273	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580273/ERR580273_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell84	ERS527519	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell84	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell84	sequencing assay	ERX538418	G1_Cell84_1.fastq.gz	G1_Cell84_1.fastq.gz	ERR580210	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580210/ERR580210_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell84	ERS527519	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell84	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell84	sequencing assay	ERX538418	G1_Cell84_2.fastq.gz	G1_Cell84_2.fastq.gz	ERR580210	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580210/ERR580210_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell85	ERS527272	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell85	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell85	sequencing assay	ERX538171	G1_Cell85_1.fastq.gz	G1_Cell85_1.fastq.gz	ERR580045	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580045/ERR580045_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell85	ERS527272	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell85	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell85	sequencing assay	ERX538171	G1_Cell85_2.fastq.gz	G1_Cell85_2.fastq.gz	ERR580045	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580045/ERR580045_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell86	ERS527339	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell86	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell86	sequencing assay	ERX538238	G1_Cell86_1.fastq.gz	G1_Cell86_1.fastq.gz	ERR580148	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580148/ERR580148_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell86	ERS527339	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell86	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell86	sequencing assay	ERX538238	G1_Cell86_2.fastq.gz	G1_Cell86_2.fastq.gz	ERR580148	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580148/ERR580148_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell87	ERS527407	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell87	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell87	sequencing assay	ERX538306	G1_Cell87_1.fastq.gz	G1_Cell87_1.fastq.gz	ERR580259	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580259/ERR580259_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell87	ERS527407	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell87	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell87	sequencing assay	ERX538306	G1_Cell87_2.fastq.gz	G1_Cell87_2.fastq.gz	ERR580259	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580259/ERR580259_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell88	ERS527249	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell88	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell88	sequencing assay	ERX538148	G1_Cell88_1.fastq.gz	G1_Cell88_1.fastq.gz	ERR580261	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580261/ERR580261_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell88	ERS527249	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell88	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell88	sequencing assay	ERX538148	G1_Cell88_2.fastq.gz	G1_Cell88_2.fastq.gz	ERR580261	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580261/ERR580261_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell89	ERS527319	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell89	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell89	sequencing assay	ERX538218	G1_Cell89_1.fastq.gz	G1_Cell89_1.fastq.gz	ERR580105	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580105/ERR580105_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell89	ERS527319	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell89	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell89	sequencing assay	ERX538218	G1_Cell89_2.fastq.gz	G1_Cell89_2.fastq.gz	ERR580105	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580105/ERR580105_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell90	ERS527448	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell90	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell90	sequencing assay	ERX538347	G1_Cell90_1.fastq.gz	G1_Cell90_1.fastq.gz	ERR580044	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580044/ERR580044_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell90	ERS527448	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell90	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell90	sequencing assay	ERX538347	G1_Cell90_2.fastq.gz	G1_Cell90_2.fastq.gz	ERR580044	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580044/ERR580044_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell91	ERS527512	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell91	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell91	sequencing assay	ERX538411	G1_Cell91_1.fastq.gz	G1_Cell91_1.fastq.gz	ERR580245	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580245/ERR580245_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell91	ERS527512	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell91	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell91	sequencing assay	ERX538411	G1_Cell91_2.fastq.gz	G1_Cell91_2.fastq.gz	ERR580245	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580245/ERR580245_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell92	ERS527399	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell92	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell92	sequencing assay	ERX538298	G1_Cell92_1.fastq.gz	G1_Cell92_1.fastq.gz	ERR580177	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580177/ERR580177_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell92	ERS527399	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell92	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell92	sequencing assay	ERX538298	G1_Cell92_2.fastq.gz	G1_Cell92_2.fastq.gz	ERR580177	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580177/ERR580177_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell93	ERS527326	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell93	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell93	sequencing assay	ERX538225	G1_Cell93_1.fastq.gz	G1_Cell93_1.fastq.gz	ERR580141	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580141/ERR580141_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell93	ERS527326	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell93	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell93	sequencing assay	ERX538225	G1_Cell93_2.fastq.gz	G1_Cell93_2.fastq.gz	ERR580141	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580141/ERR580141_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell94	ERS527261	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell94	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell94	sequencing assay	ERX538160	G1_Cell94_1.fastq.gz	G1_Cell94_1.fastq.gz	ERR580293	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580293/ERR580293_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell94	ERS527261	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell94	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell94	sequencing assay	ERX538160	G1_Cell94_2.fastq.gz	G1_Cell94_2.fastq.gz	ERR580293	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580293/ERR580293_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell95	ERS527461	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell95	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell95	sequencing assay	ERX538360	G1_Cell95_1.fastq.gz	G1_Cell95_1.fastq.gz	ERR580147	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580147/ERR580147_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell95	ERS527461	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell95	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell95	sequencing assay	ERX538360	G1_Cell95_2.fastq.gz	G1_Cell95_2.fastq.gz	ERR580147	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580147/ERR580147_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell96	ERS527485	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell96	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell96	sequencing assay	ERX538384	G1_Cell96_1.fastq.gz	G1_Cell96_1.fastq.gz	ERR580171	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580171/ERR580171_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell96	ERS527485	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell96	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell96	sequencing assay	ERX538384	G1_Cell96_2.fastq.gz	G1_Cell96_2.fastq.gz	ERR580171	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580171/ERR580171_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
S_cell1	ERS527333	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell1	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell1	sequencing assay	ERX538232	S_Cell1_1.fastq.gz	S_Cell1_1.fastq.gz	ERR580066	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580066/ERR580066_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell1	ERS527333	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell1	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell1	sequencing assay	ERX538232	S_Cell1_2.fastq.gz	S_Cell1_2.fastq.gz	ERR580066	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580066/ERR580066_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell2	ERS527353	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell2	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell2	sequencing assay	ERX538252	S_Cell2_1.fastq.gz	S_Cell2_1.fastq.gz	ERR580176	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580176/ERR580176_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
