#Experiment_s	Run_s
SRX1461406	SRR2972035
SRX1461735	SRR2972366
SRX1461737	SRR2972368
SRX1461738	SRR2972369
SRX1461739	SRR2972370
SRX1461740	SRR2972371
SRX1461741	SRR2972372
SRX1461742	SRR2972373
SRX1461743	SRR2972374
SRX1461744	SRR2972375
SRX1461745	SRR2972376
SRX1461746	SRR2972377
SRX1461747	SRR2972378
SRX1461748	SRR2972379
SRX1461749	SRR2972380
SRX1461750	SRR2972381
SRX1461751	SRR2972382
SRX1461752	SRR2972383
SRX1461753	SRR2972384
SRX1461754	SRR2972385
SRX1461755	SRR2972386
SRX1461756	SRR2972387
SRX1461757	SRR2972388
SRX1461758	SRR2972389
SRX1461759	SRR2972390
SRX1461760	SRR2972391
SRX1461761	SRR2972392
SRX1461762	SRR2972393
SRX1461763	SRR2972394
SRX1461764	SRR2972395
SRX1461765	SRR2972396
SRX1461766	SRR2972397
SRX1461767	SRR2972398
SRX1461768	SRR2972399
SRX1461769	SRR2972400
SRX1461770	SRR2972401
SRX1461771	SRR2972402
SRX1461772	SRR2972403
SRX1461773	SRR2972404
SRX1461774	SRR2972405
SRX1461775	SRR2972406
SRX1461776	SRR2972407
SRX1461777	SRR2972408
SRX1461778	SRR2972409
SRX1461779	SRR2972410
SRX1461780	SRR2972411
SRX1461781	SRR2972412
SRX1461782	SRR2972413
SRX1461783	SRR2972414
SRX1461784	SRR2972415
SRX1461785	SRR2972416
SRX1461786	SRR2972417
SRX1461787	SRR2972418
SRX1461788	SRR2972419
SRX1461789	SRR2972420
SRX1461790	SRR2972421
SRX1461791	SRR2972422
SRX1461792	SRR2972423
SRX1461793	SRR2972424
SRX1461794	SRR2972425
SRX1461795	SRR2972426
SRX1461796	SRR2972427
SRX1461798	SRR2972429
SRX1461799	SRR2972430
SRX1461800	SRR2972431
SRX1461801	SRR2972432
SRX1461802	SRR2972433
SRX1460889	SRR2971515
SRX1460890	SRR2971516
SRX1460891	SRR2971517
SRX1460892	SRR2971518
SRX1460893	SRR2971519
SRX1460894	SRR2971520
SRX1460895	SRR2971521
SRX1460896	SRR2971522
SRX1460897	SRR2971523
SRX1460898	SRR2971524
SRX1460899	SRR2971525
SRX1460900	SRR2971526
SRX1460901	SRR2971527
SRX1460902	SRR2971528
SRX1460903	SRR2971529
SRX1460904	SRR2971530
SRX1460905	SRR2971531
SRX1460906	SRR2971532
SRX1460907	SRR2971533
SRX1460908	SRR2971534
SRX1460909	SRR2971535
SRX1460910	SRR2971536
SRX1460911	SRR2971537
SRX1460912	SRR2971538
SRX1460913	SRR2971539
SRX1460914	SRR2971540
SRX1460915	SRR2971541
SRX1460916	SRR2971542
SRX1460917	SRR2971543
SRX1460918	SRR2971544
SRX1460919	SRR2971545
SRX1460920	SRR2971546
SRX1460921	SRR2971547
SRX1460922	SRR2971548
SRX1460923	SRR2971549
SRX1460924	SRR2971550
SRX1460925	SRR2971551
SRX1460926	SRR2971552
SRX1460927	SRR2971553
SRX1460928	SRR2971554
SRX1460929	SRR2971555
SRX1460930	SRR2971556
SRX1460931	SRR2971557
SRX1460932	SRR2971558
SRX1460933	SRR2971559
SRX1460934	SRR2971560
SRX1460935	SRR2971561
SRX1460936	SRR2971562
SRX1460937	SRR2971563
SRX1460938	SRR2971564
SRX1460939	SRR2971565
SRX1460940	SRR2971566
SRX1460941	SRR2971567
SRX1460942	SRR2971568
SRX1460943	SRR2971569
SRX1460944	SRR2971570
SRX1460945	SRR2971571
SRX1460946	SRR2971572
SRX1460947	SRR2971573
SRX1460948	SRR2971574
SRX1460949	SRR2971575
SRX1460950	SRR2971576
SRX1460951	SRR2971577
SRX1460952	SRR2971578
SRX1460953	SRR2971579
SRX1460954	SRR2971580
SRX1460955	SRR2971581
SRX1460956	SRR2971582
SRX1460957	SRR2971583
SRX1460958	SRR2971584
SRX1460959	SRR2971585
SRX1460960	SRR2971586
SRX1460961	SRR2971587
SRX1460962	SRR2971588
SRX1460963	SRR2971589
SRX1460964	SRR2971590
SRX1460965	SRR2971591
SRX1460966	SRR2971592
SRX1460967	SRR2971593
SRX1460968	SRR2971594
SRX1460969	SRR2971595
SRX1460970	SRR2971596
SRX1460971	SRR2971597
SRX1460972	SRR2971598
SRX1460973	SRR2971599
SRX1460974	SRR2971600
SRX1460975	SRR2971602
SRX1460976	SRR2971603
SRX1460977	SRR2971604
SRX1460978	SRR2971605
SRX1460979	SRR2971606
SRX1460980	SRR2971607
SRX1460981	SRR2971608
SRX1460982	SRR2971609
SRX1460983	SRR2971610
SRX1460984	SRR2971611
SRX1460985	SRR2971612
SRX1460986	SRR2971613
SRX1460987	SRR2971614
SRX1460988	SRR2971615
SRX1460989	SRR2971616
SRX1460990	SRR2971617
SRX1460991	SRR2971618
SRX1460992	SRR2971619
SRX1460993	SRR2971620
SRX1460994	SRR2971621
SRX1460995	SRR2971622
SRX1460996	SRR2971623
SRX1460997	SRR2971624
SRX1460998	SRR2971625
SRX1460999	SRR2971626
SRX1461000	SRR2971627
SRX1461001	SRR2971628
SRX1461002	SRR2971629
SRX1461003	SRR2971630
SRX1461004	SRR2971631
SRX1461005	SRR2971632
SRX1461006	SRR2971633
SRX1461007	SRR2971634
SRX1461008	SRR2971635
SRX1461009	SRR2971636
SRX1461010	SRR2971637
SRX1461011	SRR2971638
SRX1461012	SRR2971639
SRX1461013	SRR2971640
SRX1461014	SRR2971641
SRX1461015	SRR2971642
SRX1461016	SRR2971643
SRX1461017	SRR2971644
SRX1461018	SRR2971645
SRX1461019	SRR2971646
SRX1461020	SRR2971647
SRX1461021	SRR2971648
SRX1461022	SRR2971649
SRX1461023	SRR2971650
SRX1461024	SRR2971651
SRX1461025	SRR2971652
SRX1461026	SRR2971653
SRX1461027	SRR2971654
SRX1461028	SRR2971655
SRX1461029	SRR2971656
SRX1461030	SRR2971657
SRX1461031	SRR2971658
SRX1461032	SRR2971659
SRX1461033	SRR2971660
SRX1461034	SRR2971661
SRX1461035	SRR2971662
SRX1461036	SRR2971663
SRX1461037	SRR2971664
SRX1461038	SRR2971665
SRX1461039	SRR2971666
SRX1461040	SRR2971667
SRX1461041	SRR2971668
SRX1461042	SRR2971669
SRX1461043	SRR2971670
SRX1461044	SRR2971671
SRX1461045	SRR2971672
SRX1461046	SRR2971673
SRX1461047	SRR2971674
SRX1461048	SRR2971675
SRX1461049	SRR2971676
SRX1461050	SRR2971677
SRX1461051	SRR2971678
SRX1461052	SRR2971679
SRX1461053	SRR2971680
SRX1461054	SRR2971681
SRX1714297	SRR3403561
SRX1714298	SRR3403562
SRX1714299	SRR3403563
SRX1714300	SRR3403564
SRX1714301	SRR3403565
SRX1714302	SRR3403566
SRX1714303	SRR3403568
SRX1714304	SRR3403569
SRX1714305	SRR3403570
SRX1714306	SRR3403571
SRX1714307	SRR3403572
SRX1714308	SRR3403573
SRX1714309	SRR3403574
SRX1714310	SRR3403575
SRX1714311	SRR3403576
SRX1714312	SRR3403577
SRX1714313	SRR3403578
SRX1714314	SRR3403579
SRX1714315	SRR3403580
SRX1714316	SRR3403581
SRX1714317	SRR3403582
SRX1714318	SRR3403583
SRX1714319	SRR3403584
SRX1714320	SRR3403585
SRX1714321	SRR3403586
SRX1714322	SRR3403587
SRX1714323	SRR3403588
SRX1714324	SRR3403589
SRX1714325	SRR3403590
SRX1714326	SRR3403591
SRX1714327	SRR3403592
SRX1714328	SRR3403593
SRX1714329	SRR3403594
SRX1714330	SRR3403595
SRX1714331	SRR3403596
SRX1714332	SRR3403597
SRX1714333	SRR3403598
SRX1714334	SRR3403599
SRX1714335	SRR3403600
SRX1714336	SRR3403601
SRX1714337	SRR3403602
SRX1714338	SRR3403603
SRX1714339	SRR3403604
SRX1714340	SRR3403605
SRX1714341	SRR3403606
SRX1714342	SRR3403607
SRX1714343	SRR3403608
SRX1714344	SRR3403609
SRX1714345	SRR3403610
SRX1714346	SRR3403611
SRX1714347	SRR3403612
SRX1714348	SRR3403613
SRX1714349	SRR3403614
SRX1714350	SRR3403615
SRX1714351	SRR3403616
SRX1714352	SRR3403617
SRX1714353	SRR3403618
SRX1714354	SRR3403619
SRX1714355	SRR3403620
SRX1714356	SRR3403621
SRX1714357	SRR3403622
SRX1714358	SRR3403623
SRX1714359	SRR3403624
SRX1714360	SRR3403625
SRX1714361	SRR3403626
SRX1714362	SRR3403627
SRX1714363	SRR3403628
SRX1714364	SRR3403629
SRX1714365	SRR3403630
SRX1714366	SRR3403631
SRX1714367	SRR3403632
SRX1714368	SRR3403633
SRX1714369	SRR3403634
SRX1714370	SRR3403635
SRX1714371	SRR3403636
SRX1714372	SRR3403637
SRX1714373	SRR3403638
SRX1714374	SRR3403639
SRX1714375	SRR3403640
SRX1714376	SRR3403641
SRX1714377	SRR3403642
SRX1714378	SRR3403643
SRX1714379	SRR3403644
SRX1899688	SRR3745799
SRX1899689	SRR3745800
SRX1899690	SRR3745801
SRX1899691	SRR3745802
SRX1899692	SRR3745803
SRX1899693	SRR3745804
