Assay_Type_s	AvgSpotLen_l	BioSample_s	Experiment_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	Run_s	SRA_Sample_s	Sample_Name_s	Sex_s	age_s	cell_type_s	source_name_s	strain_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	Platform_s	ReleaseDate_s	SRA_Study_s
RNA-Seq	202	SAMN04312748	SRX1461585	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	364	154	Homo sapiens	SRR2972215	SRS1188775	GSM1962479	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312749	SRX1461586	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	306	130	Homo sapiens	SRR2972216	SRS1188776	GSM1962480	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312750	SRX1461587	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	362	155	Homo sapiens	SRR2972217	SRS1188774	GSM1962481	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312751	SRX1461588	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	391	167	Homo sapiens	SRR2972218	SRS1188773	GSM1962482	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312752	SRX1461589	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	379	160	Homo sapiens	SRR2972219	SRS1188772	GSM1962483	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312753	SRX1461590	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	327	138	Homo sapiens	SRR2972220	SRS1188771	GSM1962484	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04313010	SRX1461591	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	359	153	Homo sapiens	SRR2972221	SRS1188770	GSM1962485	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04313011	SRX1461592	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	369	156	Homo sapiens	SRR2972222	SRS1188769	GSM1962486	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313430	SRX1461803	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	329	105	Homo sapiens	SRR2972434	SRS1188562	GSM1962697	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313431	SRX1461804	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	597	191	Homo sapiens	SRR2972435	SRS1188561	GSM1962698	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313432	SRX1461805	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	516	163	Homo sapiens	SRR2972436	SRS1188560	GSM1962699	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313433	SRX1461806	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	356	117	Homo sapiens	SRR2972437	SRS1188559	GSM1962700	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313439	SRX1461807	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	234	74	Homo sapiens	SRR2972438	SRS1188558	GSM1962701	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313440	SRX1461808	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	490	169	Homo sapiens	SRR2972439	SRS1188557	GSM1962702	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313441	SRX1461809	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	560	189	Homo sapiens	SRR2972440	SRS1188556	GSM1962703	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313442	SRX1461810	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	506	170	Homo sapiens	SRR2972441	SRS1188555	GSM1962704	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313443	SRX1461811	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	534	185	Homo sapiens	SRR2972442	SRS1188554	GSM1962705	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313444	SRX1461812	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	513	179	Homo sapiens	SRR2972443	SRS1188553	GSM1962706	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313434	SRX1461813	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	373	127	Homo sapiens	SRR2972444	SRS1188551	GSM1962707	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313435	SRX1461814	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	664	224	Homo sapiens	SRR2972445	SRS1188552	GSM1962708	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313436	SRX1461815	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	657	229	Homo sapiens	SRR2972446	SRS1188550	GSM1962709	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313437	SRX1461816	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	467	162	Homo sapiens	SRR2972447	SRS1188549	GSM1962710	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313438	SRX1461817	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	463	157	Homo sapiens	SRR2972448	SRS1188548	GSM1962711	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313445	SRX1461818	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	629	212	Homo sapiens	SRR2972449	SRS1188547	GSM1962712	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313446	SRX1461819	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	534	186	Homo sapiens	SRR2972450	SRS1188546	GSM1962713	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313447	SRX1461820	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	408	140	Homo sapiens	SRR2972451	SRS1188545	GSM1962714	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313448	SRX1461821	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	749	252	Homo sapiens	SRR2972452	SRS1188543	GSM1962715	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313449	SRX1461822	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	694	233	Homo sapiens	SRR2972453	SRS1188542	GSM1962716	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313450	SRX1461823	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	466	161	Homo sapiens	SRR2972454	SRS1188544	GSM1962717	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313451	SRX1461824	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	537	184	Homo sapiens	SRR2972455	SRS1188541	GSM1962718	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313452	SRX1461825	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	233	79	Homo sapiens	SRR2972456	SRS1188539	GSM1962719	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313453	SRX1461826	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	593	199	Homo sapiens	SRR2972457	SRS1188540	GSM1962720	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313454	SRX1461827	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	416	143	Homo sapiens	SRR2972458	SRS1188538	GSM1962721	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313455	SRX1461828	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	645	222	Homo sapiens	SRR2972459	SRS1188537	GSM1962722	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313456	SRX1461829	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	537	181	Homo sapiens	SRR2972460	SRS1188536	GSM1962723	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313457	SRX1461830	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	423	143	Homo sapiens	SRR2972461	SRS1188534	GSM1962724	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313458	SRX1461831	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	352	122	Homo sapiens	SRR2972462	SRS1188535	GSM1962725	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313460	SRX1461832	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	439	152	Homo sapiens	SRR2972463	SRS1188533	GSM1962726	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313461	SRX1461833	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	380	129	Homo sapiens	SRR2972464	SRS1188532	GSM1962727	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313462	SRX1461834	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	505	170	Homo sapiens	SRR2972465	SRS1188531	GSM1962728	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313463	SRX1461835	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	640	222	Homo sapiens	SRR2972466	SRS1188529	GSM1962729	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313464	SRX1461836	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	574	201	Homo sapiens	SRR2972467	SRS1188530	GSM1962730	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313465	SRX1461837	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	623	212	Homo sapiens	SRR2972468	SRS1188528	GSM1962731	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313466	SRX1461838	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	701	238	Homo sapiens	SRR2972469	SRS1188527	GSM1962732	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313467	SRX1461839	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	591	208	Homo sapiens	SRR2972470	SRS1188526	GSM1962733	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313468	SRX1461840	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	416	142	Homo sapiens	SRR2972471	SRS1188525	GSM1962734	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313469	SRX1461841	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	652	218	Homo sapiens	SRR2972472	SRS1188524	GSM1962735	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313470	SRX1461842	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	396	133	Homo sapiens	SRR2972473	SRS1188523	GSM1962736	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313471	SRX1461843	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	599	204	Homo sapiens	SRR2972474	SRS1188522	GSM1962737	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313472	SRX1461844	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	792	276	Homo sapiens	SRR2972475	SRS1188521	GSM1962738	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313130	SRX1461845	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	474	161	Homo sapiens	SRR2972476	SRS1188520	GSM1962739	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313131	SRX1461846	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	751	255	Homo sapiens	SRR2972477	SRS1188519	GSM1962740	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313132	SRX1461847	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	859	300	Homo sapiens	SRR2972478	SRS1188518	GSM1962741	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313133	SRX1461848	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	691	239	Homo sapiens	SRR2972479	SRS1188517	GSM1962742	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313134	SRX1461849	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	749	252	Homo sapiens	SRR2972480	SRS1188516	GSM1962743	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313135	SRX1461850	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	682	229	Homo sapiens	SRR2972481	SRS1188515	GSM1962744	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313136	SRX1461851	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	718	249	Homo sapiens	SRR2972482	SRS1188514	GSM1962745	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313137	SRX1461852	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	647	224	Homo sapiens	SRR2972483	SRS1188513	GSM1962746	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313138	SRX1461853	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	288	93	Homo sapiens	SRR2972484	SRS1188512	GSM1962747	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313139	SRX1461854	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	507	163	Homo sapiens	SRR2972485	SRS1188511	GSM1962748	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313140	SRX1461855	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	335	111	Homo sapiens	SRR2972486	SRS1188509	GSM1962749	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313141	SRX1461856	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	213	69	Homo sapiens	SRR2972487	SRS1188510	GSM1962750	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313142	SRX1461857	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	370	119	Homo sapiens	SRR2972488	SRS1188508	GSM1962751	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313143	SRX1461858	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	379	125	Homo sapiens	SRR2972489	SRS1188507	GSM1962752	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313144	SRX1461859	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	267	86	Homo sapiens	SRR2972490	SRS1188506	GSM1962753	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313145	SRX1461860	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	367	121	Homo sapiens	SRR2972491	SRS1188505	GSM1962754	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313146	SRX1461861	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	481	155	Homo sapiens	SRR2972492	SRS1188503	GSM1962755	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313147	SRX1461862	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	474	154	Homo sapiens	SRR2972493	SRS1188504	GSM1962756	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313148	SRX1461863	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	414	136	Homo sapiens	SRR2972494	SRS1188501	GSM1962757	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313149	SRX1461864	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	312	100	Homo sapiens	SRR2972495	SRS1188500	GSM1962758	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313150	SRX1461865	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	552	177	Homo sapiens	SRR2972496	SRS1188502	GSM1962759	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313151	SRX1461866	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	239	78	Homo sapiens	SRR2972497	SRS1188499	GSM1962760	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313156	SRX1461867	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	491	161	Homo sapiens	SRR2972498	SRS1188498	GSM1962761	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313157	SRX1461868	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	332	106	Homo sapiens	SRR2972499	SRS1188496	GSM1962762	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313158	SRX1461869	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	481	154	Homo sapiens	SRR2972500	SRS1188497	GSM1962763	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313323	SRX1461871	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	314	103	Homo sapiens	SRR2972502	SRS1188495	GSM1962765	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313324	SRX1461872	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	301	97	Homo sapiens	SRR2972503	SRS1188494	GSM1962766	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313152	SRX1461873	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	496	159	Homo sapiens	SRR2972504	SRS1188493	GSM1962767	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313153	SRX1461874	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	333	109	Homo sapiens	SRR2972505	SRS1188491	GSM1962768	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313154	SRX1461875	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	460	153	Homo sapiens	SRR2972506	SRS1188492	GSM1962769	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313155	SRX1461876	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	266	87	Homo sapiens	SRR2972507	SRS1188490	GSM1962770	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
