Source Name	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[strain]	Characteristics[sample description]	Characteristics[sex]	Characteristics[organism part]	Comment[BioSD_SAMPLE]	Comment[ENA_ALIAS]	Comment[ENA_SAMPLE]	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[Center]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[individual]
ERS639348	House mouse	NCBI Taxonomy	10102	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_13-sc-2208285	ERS639348	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748980_ERX945826	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945826	sequencing assay	ERX945826	ERR866198_2	SC	ERR866198	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866198/ERR866198_2.fastq.gz	POMC_GFP_I_13
ERS639348	House mouse	NCBI Taxonomy	10102	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_13-sc-2208285	ERS639348	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748980_ERX945922	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945922	sequencing assay	ERX945922	ERR866294_1	SC	ERR866294	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866294/ERR866294_1.fastq.gz	POMC_GFP_I_13
ERS639348	House mouse	NCBI Taxonomy	10102	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_13-sc-2208285	ERS639348	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748980_ERX945922	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945922	sequencing assay	ERX945922	ERR866294_2	SC	ERR866294	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866294/ERR866294_2.fastq.gz	POMC_GFP_I_13
ERS639349	House mouse	NCBI Taxonomy	10103	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_14-sc-2208286	ERS639349	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748981_ERX945827	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945827	sequencing assay	ERX945827	ERR866199_1	SC	ERR866199	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866199/ERR866199_1.fastq.gz	POMC_GFP_I_14
ERS639349	House mouse	NCBI Taxonomy	10103	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_14-sc-2208286	ERS639349	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748981_ERX945827	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945827	sequencing assay	ERX945827	ERR866199_2	SC	ERR866199	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866199/ERR866199_2.fastq.gz	POMC_GFP_I_14
ERS639349	House mouse	NCBI Taxonomy	10103	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_14-sc-2208286	ERS639349	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748981_ERX945923	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945923	sequencing assay	ERX945923	ERR866295_1	SC	ERR866295	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866295/ERR866295_1.fastq.gz	POMC_GFP_I_14
ERS639349	House mouse	NCBI Taxonomy	10103	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_14-sc-2208286	ERS639349	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748981_ERX945923	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945923	sequencing assay	ERX945923	ERR866295_2	SC	ERR866295	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866295/ERR866295_2.fastq.gz	POMC_GFP_I_14
ERS639350	House mouse	NCBI Taxonomy	10104	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_15-sc-2208287	ERS639350	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748982_ERX945828	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945828	sequencing assay	ERX945828	ERR866200_1	SC	ERR866200	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866200/ERR866200_1.fastq.gz	POMC_GFP_I_15
ERS639350	House mouse	NCBI Taxonomy	10104	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_15-sc-2208287	ERS639350	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748982_ERX945828	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945828	sequencing assay	ERX945828	ERR866200_2	SC	ERR866200	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866200/ERR866200_2.fastq.gz	POMC_GFP_I_15
ERS639350	House mouse	NCBI Taxonomy	10104	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_15-sc-2208287	ERS639350	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748982_ERX945924	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945924	sequencing assay	ERX945924	ERR866296_1	SC	ERR866296	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866296/ERR866296_1.fastq.gz	POMC_GFP_I_15
ERS639350	House mouse	NCBI Taxonomy	10104	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_15-sc-2208287	ERS639350	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748982_ERX945924	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945924	sequencing assay	ERX945924	ERR866296_2	SC	ERR866296	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866296/ERR866296_2.fastq.gz	POMC_GFP_I_15
ERS639351	House mouse	NCBI Taxonomy	10105	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_16-sc-2208288	ERS639351	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748983_ERX945829	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945829	sequencing assay	ERX945829	ERR866201_1	SC	ERR866201	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866201/ERR866201_1.fastq.gz	POMC_GFP_I_16
ERS639351	House mouse	NCBI Taxonomy	10105	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_16-sc-2208288	ERS639351	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748983_ERX945829	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945829	sequencing assay	ERX945829	ERR866201_2	SC	ERR866201	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866201/ERR866201_2.fastq.gz	POMC_GFP_I_16
ERS639351	House mouse	NCBI Taxonomy	10105	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_16-sc-2208288	ERS639351	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748983_ERX945925	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945925	sequencing assay	ERX945925	ERR866297_1	SC	ERR866297	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866297/ERR866297_1.fastq.gz	POMC_GFP_I_16
ERS639351	House mouse	NCBI Taxonomy	10105	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_16-sc-2208288	ERS639351	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748983_ERX945925	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945925	sequencing assay	ERX945925	ERR866297_2	SC	ERR866297	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866297/ERR866297_2.fastq.gz	POMC_GFP_I_16
ERS639352	House mouse	NCBI Taxonomy	10106	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_17-sc-2208289	ERS639352	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748984_ERX945830	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945830	sequencing assay	ERX945830	ERR866202_1	SC	ERR866202	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866202/ERR866202_1.fastq.gz	POMC_GFP_I_17
ERS639352	House mouse	NCBI Taxonomy	10106	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_17-sc-2208289	ERS639352	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748984_ERX945830	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945830	sequencing assay	ERX945830	ERR866202_2	SC	ERR866202	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866202/ERR866202_2.fastq.gz	POMC_GFP_I_17
ERS639352	House mouse	NCBI Taxonomy	10106	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_17-sc-2208289	ERS639352	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748984_ERX945926	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945926	sequencing assay	ERX945926	ERR866298_1	SC	ERR866298	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866298/ERR866298_1.fastq.gz	POMC_GFP_I_17
ERS639352	House mouse	NCBI Taxonomy	10106	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_17-sc-2208289	ERS639352	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748984_ERX945926	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945926	sequencing assay	ERX945926	ERR866298_2	SC	ERR866298	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866298/ERR866298_2.fastq.gz	POMC_GFP_I_17
ERS639353	House mouse	NCBI Taxonomy	10107	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_18-sc-2208290	ERS639353	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748985_ERX945831	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945831	sequencing assay	ERX945831	ERR866203_1	SC	ERR866203	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866203/ERR866203_1.fastq.gz	POMC_GFP_I_18
ERS639353	House mouse	NCBI Taxonomy	10107	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_18-sc-2208290	ERS639353	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748985_ERX945831	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945831	sequencing assay	ERX945831	ERR866203_2	SC	ERR866203	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866203/ERR866203_2.fastq.gz	POMC_GFP_I_18
ERS639353	House mouse	NCBI Taxonomy	10107	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_18-sc-2208290	ERS639353	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748985_ERX945927	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945927	sequencing assay	ERX945927	ERR866299_1	SC	ERR866299	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866299/ERR866299_1.fastq.gz	POMC_GFP_I_18
ERS639353	House mouse	NCBI Taxonomy	10107	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_18-sc-2208290	ERS639353	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748985_ERX945927	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945927	sequencing assay	ERX945927	ERR866299_2	SC	ERR866299	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866299/ERR866299_2.fastq.gz	POMC_GFP_I_18
ERS639354	House mouse	NCBI Taxonomy	10108	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_19-sc-2208291	ERS639354	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748986_ERX945832	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945832	sequencing assay	ERX945832	ERR866204_1	SC	ERR866204	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866204/ERR866204_1.fastq.gz	POMC_GFP_I_19
ERS639354	House mouse	NCBI Taxonomy	10108	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_19-sc-2208291	ERS639354	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748986_ERX945832	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945832	sequencing assay	ERX945832	ERR866204_2	SC	ERR866204	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866204/ERR866204_2.fastq.gz	POMC_GFP_I_19
ERS639354	House mouse	NCBI Taxonomy	10108	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_19-sc-2208291	ERS639354	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748986_ERX945928	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945928	sequencing assay	ERX945928	ERR866300_1	SC	ERR866300	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866300/ERR866300_1.fastq.gz	POMC_GFP_I_19
ERS639354	House mouse	NCBI Taxonomy	10108	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_19-sc-2208291	ERS639354	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748986_ERX945928	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945928	sequencing assay	ERX945928	ERR866300_2	SC	ERR866300	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866300/ERR866300_2.fastq.gz	POMC_GFP_I_19
ERS639355	House mouse	NCBI Taxonomy	10109	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_20-sc-2208292	ERS639355	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748987_ERX945833	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945833	sequencing assay	ERX945833	ERR866205_1	SC	ERR866205	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866205/ERR866205_1.fastq.gz	POMC_GFP_I_20
ERS639355	House mouse	NCBI Taxonomy	10109	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_20-sc-2208292	ERS639355	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748987_ERX945833	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945833	sequencing assay	ERX945833	ERR866205_2	SC	ERR866205	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866205/ERR866205_2.fastq.gz	POMC_GFP_I_20
ERS639355	House mouse	NCBI Taxonomy	10109	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_20-sc-2208292	ERS639355	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748987_ERX945929	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945929	sequencing assay	ERX945929	ERR866301_1	SC	ERR866301	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866301/ERR866301_1.fastq.gz	POMC_GFP_I_20
ERS639355	House mouse	NCBI Taxonomy	10109	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_20-sc-2208292	ERS639355	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748987_ERX945929	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945929	sequencing assay	ERX945929	ERR866301_2	SC	ERR866301	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866301/ERR866301_2.fastq.gz	POMC_GFP_I_20
ERS639356	House mouse	NCBI Taxonomy	10110	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_21-sc-2208293	ERS639356	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748988_ERX945834	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945834	sequencing assay	ERX945834	ERR866206_1	SC	ERR866206	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866206/ERR866206_1.fastq.gz	POMC_GFP_I_21
ERS639356	House mouse	NCBI Taxonomy	10110	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_21-sc-2208293	ERS639356	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748988_ERX945834	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945834	sequencing assay	ERX945834	ERR866206_2	SC	ERR866206	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866206/ERR866206_2.fastq.gz	POMC_GFP_I_21
ERS639356	House mouse	NCBI Taxonomy	10110	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_21-sc-2208293	ERS639356	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748988_ERX945930	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945930	sequencing assay	ERX945930	ERR866302_1	SC	ERR866302	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866302/ERR866302_1.fastq.gz	POMC_GFP_I_21
ERS639356	House mouse	NCBI Taxonomy	10110	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_21-sc-2208293	ERS639356	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748988_ERX945930	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945930	sequencing assay	ERX945930	ERR866302_2	SC	ERR866302	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866302/ERR866302_2.fastq.gz	POMC_GFP_I_21
ERS639357	House mouse	NCBI Taxonomy	10111	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_22-sc-2208294	ERS639357	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748989_ERX945835	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945835	sequencing assay	ERX945835	ERR866207_1	SC	ERR866207	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866207/ERR866207_1.fastq.gz	POMC_GFP_I_22
ERS639357	House mouse	NCBI Taxonomy	10111	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_22-sc-2208294	ERS639357	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748989_ERX945835	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945835	sequencing assay	ERX945835	ERR866207_2	SC	ERR866207	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866207/ERR866207_2.fastq.gz	POMC_GFP_I_22
ERS639357	House mouse	NCBI Taxonomy	10111	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_22-sc-2208294	ERS639357	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748989_ERX945931	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945931	sequencing assay	ERX945931	ERR866303_1	SC	ERR866303	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866303/ERR866303_1.fastq.gz	POMC_GFP_I_22
ERS639357	House mouse	NCBI Taxonomy	10111	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_22-sc-2208294	ERS639357	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748989_ERX945931	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945931	sequencing assay	ERX945931	ERR866303_2	SC	ERR866303	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866303/ERR866303_2.fastq.gz	POMC_GFP_I_22
ERS639358	House mouse	NCBI Taxonomy	10112	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_23-sc-2208295	ERS639358	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748990_ERX945836	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945836	sequencing assay	ERX945836	ERR866208_1	SC	ERR866208	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866208/ERR866208_1.fastq.gz	POMC_GFP_I_23
ERS639358	House mouse	NCBI Taxonomy	10112	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_23-sc-2208295	ERS639358	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748990_ERX945836	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945836	sequencing assay	ERX945836	ERR866208_2	SC	ERR866208	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866208/ERR866208_2.fastq.gz	POMC_GFP_I_23
ERS639358	House mouse	NCBI Taxonomy	10112	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_23-sc-2208295	ERS639358	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748990_ERX945932	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945932	sequencing assay	ERX945932	ERR866304_1	SC	ERR866304	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866304/ERR866304_1.fastq.gz	POMC_GFP_I_23
ERS639358	House mouse	NCBI Taxonomy	10112	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_23-sc-2208295	ERS639358	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748990_ERX945932	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945932	sequencing assay	ERX945932	ERR866304_2	SC	ERR866304	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866304/ERR866304_2.fastq.gz	POMC_GFP_I_23
ERS639359	House mouse	NCBI Taxonomy	10113	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_24-sc-2208296	ERS639359	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748991_ERX945837	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945837	sequencing assay	ERX945837	ERR866209_1	SC	ERR866209	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866209/ERR866209_1.fastq.gz	POMC_GFP_I_24
ERS639359	House mouse	NCBI Taxonomy	10113	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_24-sc-2208296	ERS639359	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748991_ERX945837	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945837	sequencing assay	ERX945837	ERR866209_2	SC	ERR866209	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866209/ERR866209_2.fastq.gz	POMC_GFP_I_24
ERS639359	House mouse	NCBI Taxonomy	10113	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_24-sc-2208296	ERS639359	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748991_ERX945933	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945933	sequencing assay	ERX945933	ERR866305_1	SC	ERR866305	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866305/ERR866305_1.fastq.gz	POMC_GFP_I_24
ERS639359	House mouse	NCBI Taxonomy	10113	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_24-sc-2208296	ERS639359	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748991_ERX945933	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945933	sequencing assay	ERX945933	ERR866305_2	SC	ERR866305	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866305/ERR866305_2.fastq.gz	POMC_GFP_I_24
ERS639360	House mouse	NCBI Taxonomy	10114	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_25-sc-2208297	ERS639360	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748992_ERX945838	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945838	sequencing assay	ERX945838	ERR866210_1	SC	ERR866210	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866210/ERR866210_1.fastq.gz	POMC_GFP_I_25
ERS639360	House mouse	NCBI Taxonomy	10114	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_25-sc-2208297	ERS639360	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748992_ERX945838	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945838	sequencing assay	ERX945838	ERR866210_2	SC	ERR866210	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866210/ERR866210_2.fastq.gz	POMC_GFP_I_25
ERS639360	House mouse	NCBI Taxonomy	10114	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_25-sc-2208297	ERS639360	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748992_ERX945934	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945934	sequencing assay	ERX945934	ERR866306_1	SC	ERR866306	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866306/ERR866306_1.fastq.gz	POMC_GFP_I_25
